Year,Duration,Director Likes,num_voted_users,Cast Facebook Likes,Poster Faces,User Review Volume, Gross , Budget , GB Ratio ,IMDB Score,Aspect Ratio,Facebook Likes
2001,95,21,72591,15237,0,289,84037039,120000000,0.70,6.8,2.35,0
2015,92,12,9418,38450,0,53,85884815,90000000,0.95,5,1.85,
2008,121,0,183247,14165,0,440,83077470,75000000,1.11,7.1,1.85,0
2008,113,221,156348,13446,0,380,100018837,90000000,1.11,5.5,1.85,
2015,106,0,89770,35367,0,342,78747585,88000000,0.89,5.6,2.35,39000
2001,146,14000,238747,6217,0,2153,78616689,100000000,0.79,7.1,1.85,
2003,88,50,32049,2622,0,179,75817994,90000000,0.84,4.9,2.35,988000
1997,150,0,200556,12289,2,611,100853835,90000000,1.12,7.4,2.35,
2000,119,719,101834,2356,0,628,73209340,95000000,0.77,5.7,1.85,0
2005,128,521,86152,2100,1,411,72515360,80000000,0.91,6.4,2.35,
2013,106,87,86627,10882,0,204,68558662,90000000,0.76,5.9,2.35,28000
2003,117,101,102747,33154,1,316,65653758,95000000,0.69,5.5,2.35,
2016,129,209,40862,23031,6,139,64685359,90000000,0.72,6.9,2.35,15000
1997,116,176,52136,475,0,184,61355436,68000000,0.90,6.2,2.35,
2001,114,12000,121259,12499,2,361,26871,92000000,0.00,7,2.35,0
2000,114,0,60467,4902,0,949,60874615,90000000,0.68,5.6,2.35,
2011,96,107,165333,12071,0,186,143618384,90000000,1.60,7,2.35,19000
1999,132,0,87785,55254,0,362,58220776,100000000,0.58,6.8,1.85,
1997,104,81,58227,5062,0,181,47474112,90000000,0.53,5.4,1.85,2000
1997,111,79,45602,26088,0,114,42877165,86000000,0.50,6.1,2.35,
2002,138,0,49311,15149,1,278,35168677,100000000,0.35,6.7,2.35,0
2015,100,128,110486,1261,3,695,56114221,120000000,0.47,4.3,2.35,
1982,129,468,113065,2024,0,337,37567440,20000000,1.88,6.9,2.35,0
2005,144,2000,148238,2523,0,529,61644321,88000000,0.70,8,2.35,
2010,110,96,2508,2728,0,24,190562,90000000,0.00,4.4,2.35,788000
2003,140,378,57661,13808,0,455,120147445,87000000,1.38,7.3,2.35,
1996,113,101,144053,26239,0,395,241688385,92000000,2.63,6.3,2.35,0
2001,106,357,272223,45327,2,988,144512310,38000000,3.80,6.7,2.35,
2000,143,0,394317,15838,1,1051,233630478,90000000,2.60,7.7,1.85,23000
2006,108,750,132501,70996,0,548,197992827,100000000,1.98,6.5,2.35,
2004,108,521,348232,14161,1,806,176049130,75000000,2.35,7.8,2.35,0
1997,124,249,146134,23603,1,393,172620724,85000000,2.03,6.4,2.35,
2001,116,0,402645,13028,4,845,183405771,85000000,2.16,7.8,2.35,0
2011,110,545,88542,27694,8,254,20315324,75000000,0.27,5.8,2.35,
2012,91,266,164148,37142,2,168,148313048,85000000,1.74,7.1,1.85,28000
2007,107,36,142496,662,2,399,127706877,85000000,1.50,7.1,2.35,
2012,115,79,166693,36237,1,276,126149655,85000000,1.48,6.8,2.35,19000
2000,100,36,26413,4182,1,77,66941559,85000000,0.79,4.8,1.85,
2011,104,420,110073,3768,5,194,78009155,75000000,1.04,6.2,2.35,0
2006,138,278,182757,17423,3,483,63224849,85000000,0.74,6.9,1.85,
1998,140,12000,188116,11951,4,415,111544445,90000000,1.24,7.3,2.35,0
2009,120,278,69860,15226,2,214,112703470,85000000,1.33,6.6,1.85,
2007,122,0,256928,43499,3,288,117144465,85000000,1.38,6.9,2.35,0
2006,83,28,65270,6081,1,100,84303558,85000000,0.99,6.2,1.85,
2014,139,168,341058,22226,2,713,150832203,85000000,1.77,6.7,2.35,49000
2001,131,218,188887,5103,1,662,51396781,68000000,0.76,7.6,2.35,
2003,104,532,82731,16930,1,255,47592825,85000000,0.56,6.7,2.35,0
1993,130,323,106528,2407,1,257,50016394,70000000,0.71,6.2,2.35,
2005,145,252,119286,2380,1,548,57010853,85000000,0.67,7.3,2.35,0
2006,104,681,179500,1235,5,378,62494975,85000000,0.74,6,2.35,
2011,97,6,35446,2707,1,78,46440491,100000000,0.46,7.1,1.85,0
1998,178,102,169023,23950,0,703,44606335,90000000,0.50,7.1,1.85,
2002,108,99,61417,1460,1,339,40048332,85000000,0.47,5.5,1.85,941000
2012,106,763,70838,11454,1,208,64933670,85000000,0.76,5.6,1.85,
2010,112,1000,273921,12687,0,522,31494270,60000000,0.52,7.5,1.85,36000
2003,135,36,77029,1439,0,466,31111260,60000000,0.52,5.4,2.35,
2000,109,88,39391,2818,1,171,123307945,65000000,1.90,4.3,1.85,374000
2002,86,67,71424,6355,3,521,153288182,84000000,1.82,4.9,1.85,
2012,95,38,203458,578,0,588,13401683,35000000,0.38,7.1,2.35,46000
2006,107,153,246492,12700,1,685,137340146,70000000,1.96,6.4,1.85,
2010,82,62,10233,3326,0,63,43575716,85000000,0.51,4.3,1.85,0
2008,88,218,243053,21863,0,488,80170146,85000000,0.94,6.1,2.35,
2008,120,0,208422,3632,0,342,75754670,85000000,0.89,7,1.85,3000
2007,162,21000,301279,36928,0,589,33048353,65000000,0.51,7.7,2.35,
2000,123,55,100001,5839,1,289,34543701,82000000,0.42,5.9,2.35,0
2003,101,293,296904,21276,1,604,242589580,81000000,2.99,6.7,1.85,
2010,113,13000,270226,46355,9,741,102981571,80000000,1.29,6.5,2.35,57000
1996,110,0,300542,12760,0,378,180965237,80000000,2.26,7.1,2.35,
2012,142,378,701607,49942,0,1959,407999255,78000000,5.23,7.3,2.35,14000
2011,102,480,375879,16143,0,402,254455986,80000000,3.18,6.5,2.35,
1992,126,13000,215255,2899,0,610,162831698,80000000,2.04,7,1.85,0
2006,83,12,127345,22813,1,250,155019340,80000000,1.94,6.8,1.85,
2002,85,255,117212,3112,0,367,145771527,80000000,1.82,7.2,1.66,0
1998,120,75,135601,22750,0,493,140459099,75000000,1.87,6.1,2.35,
2013,116,23,125036,25220,7,205,53215979,84000000,0.63,6.7,2.35,22000
2005,113,88,130070,13693,11,316,158115031,82000000,1.93,6.4,2.35,
2011,87,31,22838,4073,0,56,133103929,75000000,1.77,4.4,1.85,0
2013,101,221,107817,39269,4,255,133668525,80000000,1.67,5.4,1.85,
2008,110,88,168172,44798,1,380,130313314,80000000,1.63,6.5,1.85,0
2003,128,278,91092,22679,1,402,124590960,80000000,1.56,6.7,1.85,
2010,138,17000,786092,29585,0,964,127968405,80000000,1.60,8.1,2.35,53000
2008,88,91,48500,9913,2,124,120136047,80000000,1.50,5.6,1.85,
2005,91,77,103022,1804,1,269,128200012,75000000,1.71,6.3,1.85,0
1997,138,610,283967,17087,0,535,112225777,80000000,1.40,7.3,2.35,
2008,99,163,72326,12831,0,116,109993847,80000000,1.37,6.1,2.35,0
2002,117,0,200359,16828,0,1009,104054514,80000000,1.30,7.7,2.35,
2011,117,221,172878,16325,1,203,103028109,80000000,1.29,6.4,1.85,19000
1997,123,165,225282,15362,6,339,101087161,75000000,1.35,6.8,2.35,
2008,118,154,150764,5637,3,318,101111837,80000000,1.26,6.6,2.35,0
2003,154,333,118483,61110,3,674,95632614,79000000,1.21,7.2,2.35,
2010,118,117,227072,44797,0,560,94822707,80000000,1.19,6.9,2.35,2000
1997,90,10,63625,50005,1,64,92969824,80000000,1.16,5.2,1.85,
1999,113,101,58184,17786,0,805,91188905,80000000,1.14,4.9,2.35,0
1996,88,30,112167,15001,1,123,90443603,80000000,1.13,6.3,1.77,
2006,93,189,65499,1267,0,424,82226474,65000000,1.27,5.6,1.85,0
2008,104,301,139423,22194,0,698,79363785,80000000,0.99,5.5,2.35,
1997,135,503,76099,8355,1,162,76081498,75000000,1.01,6.7,2.35,0
2014,134,452,303185,20411,4,701,85707116,68000000,1.26,7.6,2.35,
1998,98,425,60910,12729,2,164,74329966,70000000,1.06,5.7,2.35,0
2010,80,40,16385,4394,0,100,100169068,80000000,1.25,4.6,1.85,
2002,83,21,44143,14261,0,216,73215310,80000000,0.92,7,2.35,4000
2011,102,153,44662,5392,1,127,80360866,80000000,1.00,5.2,2.35,
1998,130,81,58402,12186,0,370,69102910,80000000,0.86,5.1,2.35,0
2004,129,438,86422,20056,1,363,65948711,80000000,0.82,6.6,1.85,
2015,89,266,56501,26839,0,97,169692572,80000000,2.12,6.7,1.85,16000
1999,74,11,27543,814,0,186,60507228,80000000,0.76,7.3,1.78,
2002,96,25,103787,1919,0,615,56684819,80000000,0.71,5.9,2.35,3000
1998,114,31,22955,10731,0,88,50628009,90000000,0.56,5.6,1.85,
2001,99,57,155532,25942,4,543,69772969,80000000,0.87,6.5,2.35,0
2005,129,258,71574,2864,1,244,45356386,75000000,0.60,5.9,2.35,
1998,113,25,83560,49631,1,619,55350897,85000000,0.65,7,2.35,32000
2000,90,65,80639,25190,0,237,39442871,80000000,0.49,5.3,1.85,
2005,118,0,98472,27114,2,492,37899638,88000000,0.43,5.9,1.85,0
1996,106,13000,172217,22590,3,405,37754208,70000000,0.54,6.3,2.35,
2009,89,84,151424,18132,5,252,38542418,80000000,0.48,6.3,2.35,0
2000,145,79,45231,1825,1,315,34566746,80000000,0.43,7.3,1.85,
1996,114,357,53132,25126,0,101,32885565,80000000,0.41,5.8,1.85,0
2013,87,43,8913,1971,0,66,36073232,80000000,0.45,5.2,2.35,
2000,119,64,65464,971,0,1308,21471685,44000000,0.49,2.4,2.35,0
2003,91,287,24183,5593,4,160,20950820,80000000,0.26,5.7,2.35,
2009,118,252,37446,619,4,232,19673424,80000000,0.25,5.8,2.35,0
2003,116,503,53057,43887,0,457,19480739,80000000,0.24,5.6,2.35,
1997,177,0,56403,4346,1,376,17593391,80000000,0.22,6,2.35,0
1998,97,750,24868,2521,0,216,18318000,80000000,0.23,5.8,1.85,
2015,106,42,58752,16922,0,117,27356090,90000000,0.30,6,2.35,21000
2000,106,14,47612,2,1,348,17473245,70000000,0.25,5.7,2.35,
2006,94,0,25843,683,0,64,15131330,86000000,0.18,6,2.35,941000
2009,104,63,7630,152,0,42,19406406,40000000,0.49,7.8,2.35,
2005,102,0,16474,1890,0,301,1891821,52000000,0.04,4.2,2.35,785000
2014,105,545,84508,1099,0,308,23219748,80000000,0.29,5.6,2.35,
2001,135,2000,610568,2827,0,1171,170708996,58000000,2.94,8.2,1.85,29000
1994,73,28,644348,6458,0,656,422783777,45000000,9.40,8.5,1.66,
2012,94,62,67296,27842,3,133,103812241,79000000,1.31,5.8,1.85,0
2013,95,18,64387,848,0,85,119793567,78000000,1.54,6.5,2.35,
2002,124,420,204063,35867,0,764,92930005,78000000,1.19,7.2,2.35,0
2004,136,394,67856,36925,1,345,67286731,100000000,0.67,6.7,2.35,
2011,91,221,60370,27405,2,264,74158157,79000000,0.94,3.4,1.85,0
2003,107,309,191912,25296,5,370,127083765,76000000,1.67,5.9,2.35,
2015,108,54,28276,30230,1,64,1339152,81200000,0.02,7.8,2.35,31000
2007,99,101,65037,2323,2,273,15071514,80000000,0.19,5.9,1.85,
2000,92,5,16611,28050,0,197,26000610,76000000,0.34,4.1,1.85,413000
2016,87,11,24407,4782,0,155,323505540,75000000,4.31,6.8,1.85,
2003,110,45,141533,4714,3,786,66462600,78000000,0.85,5.8,2.35,0
2013,98,275,286877,11905,0,284,368049635,76000000,4.84,7.5,1.85,
1996,154,776,430055,16785,0,856,306124059,75000000,4.08,6.9,2.35,16000
1997,129,14000,278362,1635,0,552,229074524,73000000,3.14,6.5,1.85,
2005,86,35,266636,1777,0,385,193136719,75000000,2.58,6.9,1.85,0
2006,109,0,361767,16479,0,1206,35286428,76000000,0.46,7.9,1.85,
2000,104,0,452928,21397,0,1401,157299717,75000000,2.10,7.4,2.35,0
2008,110,335,299852,25763,0,713,134568845,75000000,1.79,6.7,2.35,
1996,136,0,259492,15999,1,415,134006721,75000000,1.79,7.4,2.35,51000
2006,115,107,194249,1815,0,253,195329763,80000000,2.44,6.9,1.85,
2004,99,88,266103,12952,2,456,120776832,75000000,1.61,6.8,2.35,11000
2007,117,163,98693,1673,9,401,118823091,75000000,1.58,6.7,2.35,
2004,125,212,28635,1970,0,308,41814863,50000000,0.84,5.1,2,893000
1999,110,16,36491,5320,0,231,97360069,75000000,1.30,4.1,1.85,
2013,125,255,447979,13312,6,629,117698894,75000000,1.57,7.3,2.35,15000
2010,102,221,181443,28497,4,311,162001186,80000000,2.03,6,1.85,
2004,128,14000,303864,16199,0,596,77032279,60000000,1.28,7.3,1.85,16000
2009,100,87,16271,5174,4,57,73023275,35000000,2.09,5.4,1.85,
2000,124,258,49536,3424,0,379,68473360,75000000,0.91,5.9,1.85,0
2007,102,0,88451,60646,1,289,66636385,75000000,0.89,7.1,1.85,
2004,90,10,132415,63165,0,288,160762022,75000000,2.14,6,1.85,0
2006,130,386,55901,2856,0,503,103338338,70000000,1.48,6.5,2.35,
2005,118,473,59435,15889,4,323,55808744,53000000,1.05,5.7,2.4,0
2005,163,14000,176936,2529,0,824,47379090,70000000,0.68,7.6,2.35,
2003,142,845,93494,16580,1,394,43426961,70000000,0.62,6.6,2.35,0
2010,100,126,72867,25206,2,120,47000485,75000000,0.63,5.4,2.35,
2015,116,0,175960,15735,2,360,45434443,75000000,0.61,7.3,2.35,43000
2004,131,274,65668,12522,2,342,42044321,80000000,0.53,6.5,1.85,
2006,91,27,71137,17299,0,229,73661010,75000000,0.98,6.6,2.35,0
2001,123,272,57038,13934,2,261,41523271,80000000,0.52,6.6,2.35,
1995,134,109,55350,1695,3,180,37600435,55000000,0.68,5.9,1.85,0
1999,148,72,31080,804,2,217,39251128,75000000,0.52,6.7,2.35,
2011,110,763,138190,16691,1,405,83503161,75000000,1.11,6.1,1.85,3000
2005,113,17,93790,103354,0,288,34636443,52000000,0.67,6.6,2.35,
2000,94,383,52244,15857,0,377,22751979,75000000,0.30,6.6,2.35,0
2003,116,41,31293,14028,2,254,30013346,75000000,0.40,5.3,2.35,
1998,99,545,44248,2542,1,373,14567883,75000000,0.19,6,2.35,0
2001,93,253,14280,5580,0,171,5409517,75000000,0.07,4.7,1.85,
2004,113,212,45815,4397,4,222,21009180,45000000,0.47,6.1,2.35,1000
2000,106,0,245152,33645,0,1344,94999143,75000000,1.27,7.2,2.35,
2015,91,22,142403,13616,0,275,336029560,74000000,4.54,6.4,1.85,7000
2011,128,0,197584,7067,4,918,36381716,82000000,0.44,6.1,2.35,
1998,98,0,64121,15269,1,241,55585389,69000000,0.81,5.9,2.35,88000
1998,134,272,81611,1044,3,274,36976367,75000000,0.49,6,2.35,
2016,97,6,27130,24350,0,126,107225164,73000000,1.47,6.3,1.85,14000
2008,112,72,59352,13827,0,138,70224196,70000000,1.00,5.6,2.35,
2009,153,0,100837,11852,1,301,51814190,75000000,0.69,6.4,1.85,0
2007,110,532,101386,5187,1,289,47456450,70000000,0.68,7.1,2.35,
2006,122,285,130776,12410,5,437,148213377,73000000,2.03,6.6,2.35,0
2001,87,41,33884,3287,0,79,112950721,72000000,1.57,4.6,2.35,
1995,178,0,736638,1976,1,1065,75600000,72000000,1.05,8.4,2.35,17000
2005,125,0,143525,15850,0,657,62647540,70000000,0.89,7.1,2.35,
2007,87,30,259083,3086,0,763,183132370,75000000,2.44,7.4,2.35,0
2001,152,0,45031,4310,1,376,27796042,72000000,0.39,6.9,1.85,
2001,116,212,34435,14780,0,346,32616869,72000000,0.45,4.5,2.35,886000
2004,109,218,11798,55,0,124,18947630,59660000,0.32,7.1,2.35,
2004,108,0,193770,7273,0,2003,114195633,60000000,1.90,6.5,1.85,0
1998,85,84,74343,4166,0,98,144156464,71500000,2.02,5.3,1.85,
2002,106,0,271592,1675,0,2335,227965690,72000000,3.17,6.7,1.85,0
2004,93,80,314630,1148,1,483,436471036,150000000,2.91,7.2,1.85,
2006,117,487,263853,4905,0,584,244052771,120000000,2.03,7.2,2.35,0
1999,116,0,74274,12790,2,255,152149590,70000000,2.17,5.5,2.35,
2002,132,357,142569,14790,0,737,141204016,70000000,2.02,5.8,2.35,1000
2015,92,5,34359,5217,0,133,162495848,74000000,2.20,6,1.85,
1996,139,2000,98989,3667,1,158,136448821,80000000,1.71,6.6,1.85,1000
2009,153,16000,885175,36741,1,1527,120523073,75000000,1.61,8.3,2.35,
1991,142,14000,182802,64259,1,363,119654900,70000000,1.71,6.7,2.35,13000
2014,101,420,115687,16235,0,269,72660029,100000000,0.73,6,2.35,
1990,124,212,269858,16595,0,316,117541000,70000000,1.68,7.1,2.35,0
2003,117,69,119807,14486,1,340,116643346,80000000,1.46,6,2.35,
2001,141,488,206776,11458,1,1248,100614858,68000000,1.48,6.9,1.85,0
2006,110,0,78635,5609,1,1040,42272747,70000000,0.60,5.6,1.85,
2004,109,545,143628,3222,0,1283,80281096,60000000,1.34,5.6,2.35,0
2009,88,84,31649,5227,0,98,219613391,75000000,2.93,4.5,1.85,
2002,124,130,103241,6181,0,742,78120196,75000000,1.04,7.1,2.35,5000
2013,119,845,203154,31782,3,698,98895417,70000000,1.41,6.5,2.35,
1998,103,906,56741,6207,0,515,70117571,58000000,1.21,6.4,2.35,1000
2011,116,473,154955,4001,0,800,83552429,70000000,1.19,5.8,2.35,
2003,125,13000,350698,16138,0,816,66257002,70000000,0.95,8,1.37,26000
1994,125,0,43559,1439,1,137,65012000,70000000,0.93,6.2,1.85,
2011,146,14000,116159,46726,1,488,79883359,66000000,1.21,7.2,2.35,28000
2014,118,0,102248,27674,7,403,78031620,70000000,1.11,6.1,2.35,
1989,171,0,131217,4074,0,380,54222000,69500000,0.78,7.6,2.35,0
2010,136,0,84118,1579,2,245,52474616,70000000,0.75,6.3,2.35,
2014,92,28,138582,5178,1,423,55942830,70000000,0.80,6.3,2.35,37000
1998,116,380,58023,32563,0,281,40932372,70000000,0.58,6.3,2.35,
2007,127,905,212085,16034,8,492,38345403,70000000,0.55,7.7,2.35,15000
1997,136,218,96385,12226,1,119,37901509,70000000,0.54,7,2.35,
2011,111,2000,43709,18510,2,141,48430355,70000000,0.69,5.3,2.35,0
2002,116,541,39659,12993,2,189,30157016,70000000,0.43,5.6,2.35,
2005,113,43,88146,13517,0,814,28031250,60000000,0.47,5.2,2.35,0
2002,97,84,41663,1576,1,141,33105600,70000000,0.47,5.4,1.37,
2012,88,24,117096,5861,1,271,62321039,70000000,0.89,6.4,2.35,24000
2012,136,163,61995,712,7,356,38509342,75000000,0.51,5.9,2.35,
2002,125,40,43651,15916,0,196,19076815,60000000,0.32,6.3,2.35,997000
2011,116,5,105556,49608,2,157,25093607,35000000,0.72,6.5,2.35,
2002,98,323,22264,2763,3,289,18990542,70000000,0.27,3,2.35,584000
2002,91,8,16761,1846,1,277,14294842,70000000,0.20,3.6,2.35,
1998,97,13,26893,13628,0,126,19819494,70000000,0.28,5.8,2.35,815000
2001,95,101,25572,3734,0,123,13596911,70000000,0.19,6.2,2.35,
2015,133,0,38983,28129,1,207,7097125,70000000,0.10,5.4,2.35,11000
2004,106,14,72868,12871,2,618,37760080,70000000,0.54,6.1,1.85,
2006,116,105,31124,1899,1,313,5851188,70000000,0.08,4.2,2.35,764000
2013,115,101,177653,15708,1,279,25121291,50000000,0.50,6.7,2.35,
2014,99,212,44891,1520,0,202,18821279,70000000,0.27,4.2,2.35,12000
2002,124,31,86504,12556,0,568,118471320,68000000,1.74,6.4,2.35,
2010,124,171,184637,52547,3,498,300523113,68000000,4.42,4.9,2.35,29000
2001,124,0,101899,32871,0,445,71069884,68000000,1.05,6.8,2.35,
2010,87,275,385943,11608,0,296,251501645,69000000,3.64,7.7,1.85,31000
1995,105,29,32224,1132,1,62,35324232,68000000,0.52,5.6,2.35,
2015,125,3000,117739,30010,0,229,81257500,68000000,1.19,6.4,2.35,3000
2009,141,448,52496,1829,2,172,617840,70000000,0.01,7.2,2.35,
1999,121,18,53970,3986,4,435,29655590,65000000,0.46,6,1.85,0
2011,111,101,103230,3393,3,143,45045037,36000000,1.25,5.9,2.35,
1999,157,0,133526,18216,1,521,28965197,68000000,0.43,7.9,2.35,0
2008,128,0,174248,29824,1,263,39380442,70000000,0.56,7.1,2.35,
2012,105,335,128629,8281,0,348,37516013,69000000,0.54,5.9,2.35,98000
1999,113,36,88132,1302,1,274,87704396,66000000,1.33,6.2,2.35,
1998,121,38,85720,4230,0,297,83892374,66000000,1.27,7,2.35,0
2007,102,4,29285,14625,0,174,5932060,35000000,0.17,5.4,2.35,
1998,169,14000,881236,44998,2,2277,216119491,70000000,3.09,8.6,1.85,22000
2014,132,76,136954,7081,1,346,43568507,66000000,0.66,6.5,2.35,
2000,127,278,158864,5838,1,395,182805123,70000000,2.61,6.4,1.37,0
2002,103,77,328159,5437,0,467,176387405,59000000,2.99,7.6,1.85,
2003,136,759,75573,12194,1,662,33685268,68000000,0.50,5.5,2.35,4000
2012,150,14000,197412,25517,0,720,182204440,65000000,2.80,7.4,2.35,
1999,136,0,1217752,18563,3,3646,171383253,63000000,2.72,8.7,2.35,25000
1995,140,2000,208817,17171,0,296,172071312,62000000,2.78,7.6,2.35,
1990,113,719,240241,1441,0,391,119412921,65000000,1.84,7.5,1.85,0
2002,104,54,34561,5265,0,116,139225854,60000000,2.32,5.5,1.85,
2012,158,0,243834,46204,1,845,148775460,61000000,2.44,7.6,1.85,144000
1998,119,0,151812,17768,2,556,115731542,65000000,1.78,6.5,1.85,
2008,106,285,212499,11264,2,277,100468793,65000000,1.55,6.9,2.35,0
1998,136,258,135404,12396,0,318,93771072,65000000,1.44,6.7,2.35,
2010,95,480,272789,23018,3,285,100448498,65000000,1.55,6.6,2.35,25000
2014,137,11000,103589,2938,0,351,115603980,65000000,1.78,7.2,2.35,
2000,130,16000,60165,17771,1,326,90454043,65000000,1.39,6.4,2.35,0
1993,124,212,96096,15229,1,172,84049211,70000000,1.20,6.4,2.35,
1996,108,610,77390,2913,2,189,70450000,50000000,1.41,6,2.35,0
2000,104,226,34473,16452,1,139,69688384,60000000,1.16,6.1,1.85,
2006,129,0,67395,14421,0,564,70236496,63000000,1.11,6,1.85,0
2003,117,179,61490,12850,1,264,63695760,65000000,0.98,6.4,1.85,
2012,99,119,213863,1375,0,310,59617068,65000000,0.92,6.4,2.35,59000
1999,159,0,227071,11424,1,1500,55637680,65000000,0.86,7.3,1.66,
2014,118,87,24735,4796,6,213,85911262,65000000,1.32,5.2,2.39,16000
2015,105,43,149337,11943,0,221,53846915,50100000,1.07,6.6,1.85,
2012,103,368,147641,29808,3,238,54758461,65000000,0.84,6.3,2.35,18000
2004,122,687,132954,19764,0,514,52397389,65000000,0.81,5.9,2.35,
1998,143,0,23940,1409,0,157,38966057,65000000,0.60,6.7,2.35,688000
2012,96,545,104831,17913,0,423,42345531,65000000,0.65,5.4,2.35,
2008,111,545,166610,28643,4,211,36064910,45000000,0.80,6.4,2.35,0
1996,121,212,60508,1531,2,285,33328051,65000000,0.51,6.7,2.35,
2000,135,138,49300,1013,1,265,32598931,65000000,0.50,6.2,2.35,892000
2005,101,4000,67707,32232,0,202,28045540,65000000,0.43,6.1,1.85,
1999,151,21000,1347461,13209,2,2968,37023395,63000000,0.59,8.8,2.35,48000
2006,131,368,46951,12088,0,175,43532294,65000000,0.67,7.1,2.35,
1991,100,36,43376,15944,0,249,17218080,70000000,0.25,5.7,1.85,0
2000,105,0,8560,3580,1,69,10014234,65000000,0.15,5,1.85,
2014,92,72,65709,3165,0,194,19059018,65000000,0.29,5.1,2.35,15000
2005,130,2000,25474,450,0,138,1987287,50000000,0.04,6.9,2.35,
2005,100,38,71202,7048,0,380,24407944,43000000,0.57,4.8,2.35,0
2014,102,436,111102,49433,3,239,13750556,65000000,0.21,6.5,1.85,
1999,133,521,17025,16710,1,290,31054924,64000000,0.49,5.1,1.85,295000
2015,121,175,134625,2131,0,265,43247140,55000000,0.79,7.1,2.35,
2006,147,670,190490,253,0,482,2208939,50000000,0.04,7.5,2.35,26000
2002,94,116,162909,2725,2,795,213079163,63000000,3.38,6.2,2.35,
2009,94,42,25681,23365,1,77,19548064,65000000,0.30,6.3,2.35,0
1993,127,14000,613473,2129,0,895,356784000,63000000,5.66,8.1,1.85,
1994,212,759,35314,5708,0,145,25052000,63000000,0.40,6.6,2.35,0
1994,141,176,69663,14178,1,133,122012710,62000000,1.97,6.9,2.35,
2015,103,10,11584,58,3,86,72413,65000000,0.00,6.1,2.35,0
2006,98,322,39471,6334,1,187,58255287,64000000,0.91,4.3,1.85,
2000,116,84,65297,14931,0,602,77086030,62000000,1.24,6.6,2.35,0
