movie title,Year,Duration,Director Likes,num_voted_users,Cast Facebook Likes,Poster Faces,User Review Volume, Gross , Budget , GB Ratio ,IMDB Score,Aspect Ratio,Facebook Likes
The Chronicles of Riddick,2004,134,123,183909,17159,0,666," $57,637,485 "," $105,000,000 ", 0.55 ,6.7,2.35,
RoboCop,2014,117,294,182899,14161,0,630," $58,607,007 "," $100,000,000 ", 0.59 ,6.2,2.35,6000
Speed Racer,2008,135,0,57873,902,0,414," $43,929,341 "," $120,000,000 ", 0.37 ,6.1,2.35,
How Do You Know,2010,121,274,35066,993,4,196," $30,212,620 "," $120,000,000 ", 0.25 ,5.3,1.85,0
Knight and Day,2010,117,446,148280,12731,0,348," $76,418,654 "," $117,000,000 ", 0.65 ,6.3,2.35,
Oblivion,2013,124,364,387436,22004,0,892," $89,021,735 "," $120,000,000 ", 0.74 ,7,2.35,71000
Star Wars: Episode III - Revenge of the Sith,2005,140,0,520104,44042,4,3286," $380,262,555 "," $113,000,000 ", 3.37 ,7.6,2.35,
Star Wars: Episode II - Attack of the Clones,2002,142,0,464310,42990,3,3516," $310,675,583 "," $115,000,000 ", 2.70 ,6.7,1.78,0
"Monsters, Inc.",2001,92,0,585659,15013,0,593," $289,907,418 "," $115,000,000 ", 2.52 ,8.1,1.85,
The Wolverine,2013,138,446,328067,23755,1,533," $132,550,960 "," $120,000,000 ", 1.10 ,6.7,2.35,68000
Star Wars: Episode I - The Phantom Menace,1999,136,0,534658,37723,1,3597," $474,544,677 "," $115,000,000 ", 4.13 ,6.5,2.35,
The Croods,2013,98,16,150618,43286,3,195," $187,165,546 "," $135,000,000 ", 1.39 ,7.3,2.35,28000
Windtalkers,2002,153,610,55994,15046,0,454," $40,911,830 "," $115,000,000 ", 0.36 ,6,2.35,
The Huntsman: Winter's War,2016,120,19,37750,46719,2,134," $47,952,020 "," $115,000,000 ", 0.42 ,6.1,2.35,16000
Teenage Mutant Ninja Turtles,2014,101,473,167085,2690,0,491," $190,871,240 "," $125,000,000 ", 1.53 ,5.9,2.35,
Gravity,2013,91,0,582917,87,0,1885," $274,084,951 "," $100,000,000 ", 2.74 ,7.8,2.35,147000
Dante's Peak,1997,108,79,62271,1569,1,277," $67,155,742 "," $116,000,000 ", 0.58 ,5.8,2.35,
Fantastic Four,2015,100,128,110486,1261,3,695," $56,114,221 "," $120,000,000 ", 0.47 ,4.3,2.35,41000
Night at the Museum,2006,108,189,234480,55486,2,444," $250,863,268 "," $110,000,000 ", 2.28 ,6.4,1.85,
San Andreas,2015,114,62,147497,16718,0,499," $155,181,732 "," $110,000,000 ", 1.41 ,6.1,2.35,52000
Tomorrow Never Dies,1997,119,55,149680,2958,3,328," $125,332,007 "," $110,000,000 ", 1.14 ,6.5,2.35,
The Patriot,2000,142,776,207613,19454,1,1144," $113,330,342 "," $110,000,000 ", 1.03 ,7.1,2.35,4000
Ocean's Twelve,2004,125,0,284852,19359,0,627," $125,531,634 "," $110,000,000 ", 1.14 ,6.4,2.35,
Mr. & Mrs. Smith,2005,126,218,348861,22722,2,798," $186,336,103 "," $120,000,000 ", 1.55 ,6.5,2.35,0
Insurgent,2015,119,124,154621,22622,0,258," $129,995,817 "," $110,000,000 ", 1.18 ,6.3,2.35,
The Aviator,2004,170,17000,264318,34582,0,799," $102,608,827 "," $110,000,000 ", 0.93 ,7.5,2.35,0
Gulliver's Travels,2010,85,11,53160,1173,1,121," $42,776,259 "," $112,000,000 ", 0.38 ,4.9,2.35,
The Green Hornet,2011,119,1000,136019,13391,0,443," $98,780,042 "," $120,000,000 ", 0.82 ,5.8,2.35,14000
300: Rise of an Empire,2014,102,263,225273,10583,0,523," $106,369,117 "," $110,000,000 ", 0.97 ,6.2,2.35,
The Smurfs,2011,103,67,66593,692,3,153," $142,614,158 "," $110,000,000 ", 1.30 ,5.5,1.78,31000
Home on the Range,2004,76,6,13581,13607,0,88," $50,026,353 "," $110,000,000 ", 0.45 ,5.4,1.78,
Allegiant,2016,120,124,44296,12452,3,144," $66,002,193 "," $110,000,000 ", 0.60 ,5.8,2.35,12000
Real Steel,2011,127,189,254841,22254,1,426," $85,463,309 "," $110,000,000 ", 0.78 ,7.1,2.35,
The Smurfs 2,2013,105,67,27257,914,3,59," $71,017,784 "," $105,000,000 ", 0.68 ,5.4,1.85,0
Speed 2: Cruise Control,1997,121,101,60573,2027,0,248," $48,068,396 "," $160,000,000 ", 0.30 ,3.7,2.35,
Ender's Game,2013,114,151,184561,12908,4,554," $61,656,849 "," $110,000,000 ", 0.56 ,6.7,2.35,123000
Live Free or Die Hard,2007,129,235,336235,13961,1,782," $134,520,804 "," $110,000,000 ", 1.22 ,7.2,2.35,
The Lord of the Rings: The Fellowship of the Ring,2001,171,0,1238746,22342,2,5060," $313,837,577 "," $93,000,000 ", 3.37 ,8.8,2.35,21000
Around the World in 80 Days,2004,120,153,68720,3175,0,191," $24,004,159 "," $110,000,000 ", 0.22 ,5.8,2.35,
Ali,2001,165,0,79186,14196,1,386," $58,183,966 "," $107,000,000 ", 0.54 ,6.8,2.35,0
The Cat in the Hat,2003,82,34,36033,2762,1,456," $100,446,895 "," $109,000,000 ", 0.92 ,3.8,1.85,
"I, Robot",2004,115,295,387632,12068,1,789," $144,795,350 "," $120,000,000 ", 1.21 ,7.1,2.35,0
Kingdom of Heaven,2005,194,0,217373,19600,1,942," $47,396,698 "," $130,000,000 ", 0.36 ,7.2,2.35,
Stuart Little,1999,84,50,94172,3382,0,179," $140,015,224 "," $133,000,000 ", 1.05 ,5.9,1.85,0
The Princess and the Frog,2009,97,63,89351,2480,0,214," $104,374,107 "," $105,000,000 ", 0.99 ,7.1,1.85,
The Martian,2015,151,0,472488,14831,1,1023," $228,430,993 "," $108,000,000 ", 2.12 ,8.1,2.35,153000
The Island,2005,136,0,263329,34839,1,899," $35,799,026 "," $126,000,000 ", 0.28 ,6.9,2.35,
Town & Country,2001,104,23,4102,3133,0,89," $6,712,451 "," $90,000,000 ", 0.07 ,4.4,1.85,53000
Gone in Sixty Seconds,2000,127,57,218341,29069,1,498," $101,643,008 "," $90,000,000 ", 1.13 ,6.5,2.35,
Gladiator,2000,171,0,982637,6521,0,2368," $187,670,866 "," $103,000,000 ", 1.82 ,8.5,2.35,21000
Minority Report,2002,145,14000,399651,12546,0,1331," $132,014,112 "," $102,000,000 ", 1.29 ,7.7,2.35,
Harry Potter and the Chamber of Secrets,2002,174,0,387616,35672,1,858," $261,970,615 "," $100,000,000 ", 2.62 ,7.4,2.35,0
Casino Royale,2006,144,258,470483,9125,1,2301," $167,007,184 "," $150,000,000 ", 1.11 ,8,2.35,
Planet of the Apes,2001,119,13000,177725,2776,0,1368," $180,011,740 "," $100,000,000 ", 1.80 ,5.7,2.35,0
Terminator 2: Judgment Day,1991,153,0,744891,2829,0,983," $204,843,350 "," $102,000,000 ", 2.01 ,8.5,2.35,
Public Enemies,2009,140,0,230931,64599,1,585," $97,030,725 "," $100,000,000 ", 0.97 ,7,2.35,0
American Gangster,2007,176,0,324671,20354,0,458," $130,127,620 "," $100,000,000 ", 1.30 ,7.8,1.85,
True Lies,1994,141,0,190439,4528,0,351," $146,282,411 "," $115,000,000 ", 1.27 ,7.2,2.35,0
The Taking of Pelham 1 2 3,2009,106,12000,149998,19906,1,285," $65,452,312 "," $100,000,000 ", 0.65 ,6.4,2.35,
Little Fockers,2010,98,80,85531,24082,10,152," $148,383,780 "," $100,000,000 ", 1.48 ,5.5,1.85,0
The Other Guys,2010,116,285,189806,20233,2,316," $119,219,978 "," $100,000,000 ", 1.19 ,6.7,2.35,
Eraser,1996,115,55,84424,3454,1,131," $101,228,120 "," $100,000,000 ", 1.01 ,6.1,2.35,0
Django Unchained,2012,165,16000,955174,40978,1,1193," $162,804,648 "," $100,000,000 ", 1.63 ,8.5,2.35,
The Hunchback of Notre Dame,1996,91,21,102933,4842,0,230," $100,117,603 "," $100,000,000 ", 1.00 ,6.9,1.78,0
The Emperor's New Groove,2000,78,10,128285,2039,1,297," $89,296,573 "," $100,000,000 ", 0.89 ,7.3,1.66,
The Expendables 2,2012,103,165,246803,57881,3,474," $85,017,401 "," $92,000,000 ", 0.92 ,6.7,2.35,18000
National Treasure,2004,131,226,255447,13679,0,692," $173,005,002 "," $100,000,000 ", 1.73 ,6.9,2.35,
Eragon,2006,104,14,108076,4487,0,1690," $75,030,163 "," $100,000,000 ", 0.75 ,5.1,2.35,0
Where the Wild Things Are,2009,101,0,87677,1738,0,388," $77,222,184 "," $100,000,000 ", 0.77 ,6.8,2.35,
Pan,2015,111,456,39956,21393,4,186," $34,964,818 "," $150,000,000 ", 0.23 ,5.8,2.35,24000
Epic,2013,102,77,85833,14552,2,113," $107,515,297 "," $100,000,000 ", 1.08 ,6.7,2.35,
The Tourist,2010,103,207,176598,55175,0,374," $67,631,157 "," $100,000,000 ", 0.68 ,6,2.35,25000
End of Days,1999,121,0,89509,3903,0,524," $66,862,068 "," $83,000,000 ", 0.81 ,5.7,2.35,
Blood Diamond,2006,143,380,400292,33160,0,657," $57,366,262 "," $100,000,000 ", 0.57 ,8,2.35,14000
The Wolf of Wall Street,2013,240,17000,780588,46057,3,1138," $116,866,727 "," $100,000,000 ", 1.17 ,8.2,2.35,
Batman Forever,1995,121,541,190786,2880,4,539," $184,031,112 "," $100,000,000 ", 1.84 ,5.4,1.85,0
Starship Troopers,1997,129,719,221521,2031,0,1049," $54,700,065 "," $105,000,000 ", 0.52 ,7.2,1.85,
Cloud Atlas,2012,172,670,284825,22686,5,828," $27,098,580 "," $102,000,000 ", 0.27 ,7.5,2.35,124000
Legend of the Guardians: The Owls of Ga'Hoole,2010,101,0,65785,4286,1,160," $55,673,333 "," $80,000,000 ", 0.70 ,7,2.35,
Catwoman,2004,87,26,87451,3144,0,660," $40,198,710 "," $100,000,000 ", 0.40 ,3.3,2.35,0
Hercules,2014,101,420,115687,16235,0,269," $72,660,029 "," $100,000,000 ", 0.73 ,6,2.35,
Treasure Planet,2002,95,63,71527,26940,0,217," $38,120,554 "," $140,000,000 ", 0.27 ,7.1,1.5,0
Land of the Lost,2009,102,52,52029,10552,1,224," $49,392,095 "," $100,000,000 ", 0.49 ,5.4,1.85,
The Expendables 3,2014,131,385,127258,52610,15,351," $39,292,022 "," $90,000,000 ", 0.44 ,6.1,2.35,56000
Point Break,2015,114,19,33953,3962,1,163," $28,772,222 "," $105,000,000 ", 0.27 ,5.3,2.35,
Son of the Mask,2005,94,6,40751,1195,0,239," $17,010,646 "," $84,000,000 ", 0.20 ,2.2,1.85,881000
In the Heart of the Sea,2015,122,2000,71782,28328,0,161," $24,985,612 "," $100,000,000 ", 0.25 ,7,1.85,
The Adventures of Pluto Nash,2002,95,31,20295,6161,1,164," $4,411,102 "," $100,000,000 ", 0.04 ,3.8,1.85,416000
Green Zone,2010,115,521,110364,13761,1,261," $35,024,475 "," $100,000,000 ", 0.35 ,6.9,2.35,
The Peanuts Movie,2015,88,20,27918,309,0,155," $130,174,897 "," $99,000,000 ", 1.31 ,7.2,1.85,33000
The Spanish Prisoner,1997,110,342,18697,1722,0,263," $10,200,000 "," $10,000,000 ", 1.02 ,7.3,1.85,
The Mummy Returns,2001,130,208,248045,15972,5,890," $202,007,640 "," $98,000,000 ", 2.06 ,6.3,2.35,0
Gangs of New York,2002,216,17000,314033,47657,3,1166," $77,679,638 "," $100,000,000 ", 0.78 ,7.5,2.35,
The Flowers of War,2011,146,611,38690,23240,2,130," $9,213 "," $94,000,000 ", 0.00 ,7.6,2.35,13000
Surf's Up,2007,85,9,54077,25590,0,112," $58,867,694 "," $100,000,000 ", 0.59 ,6.8,1.85,
The Stepford Wives,2004,93,0,49739,13748,1,407," $59,475,623 "," $90,000,000 ", 0.66 ,5.2,1.85,0
Black Hawk Down,2001,152,0,292022,4270,0,1103," $108,638,745 "," $92,000,000 ", 1.18 ,7.7,2.35,
The Campaign,2012,85,116,106790,9271,0,177," $86,897,182 "," $95,000,000 ", 0.91 ,6.2,1.85,18000
The Fifth Element,1997,126,0,343274,39319,2,742," $63,540,020 "," $93,000,000 ", 0.68 ,7.7,2.35,
Sex and the City 2,2010,146,127,59581,4555,4,293," $95,328,937 "," $100,000,000 ", 0.95 ,4.3,1.85,0
The Road to El Dorado,2000,89,10,58300,3372,1,139," $50,802,661 "," $95,000,000 ", 0.53 ,6.9,1.85,
Ice Age: Continental Drift,2012,88,20,145321,25354,0,139," $161,317,423 "," $95,000,000 ", 1.70 ,6.6,2.35,14000
Cinderella,2015,105,0,103737,4671,1,322," $201,148,159 "," $95,000,000 ", 2.12 ,7,2.35,
The Lovely Bones,2009,135,0,125109,2370,1,593," $43,982,842 "," $65,000,000 ", 0.68 ,6.7,2.35,16000
Finding Nemo,2003,100,475,692482,5641,0,866," $380,838,870 "," $94,000,000 ", 4.05 ,8.2,1.85,
The Lord of the Rings: The Return of the King,2003,192,0,1215718,6434,2,3189," $377,019,252 "," $94,000,000 ", 4.01 ,8.9,2.35,16000
The Lord of the Rings: The Two Towers,2002,172,0,1100446,23052,1,2417," $340,478,898 "," $94,000,000 ", 3.62 ,8.7,2.35,
Seventh Son,2014,102,44,54501,17098,4,154," $17,176,900 "," $95,000,000 ", 0.18 ,5.5,2.35,16000
Lara Croft: Tomb Raider,2001,100,165,157016,12150,1,824," $131,144,183 "," $115,000,000 ", 1.14 ,5.7,2.35,
Transcendence,2014,119,0,172707,54031,1,462," $23,014,504 "," $100,000,000 ", 0.23 ,6.3,2.35,37000
Jurassic Park III,2001,92,394,219501,2574,0,1236," $181,166,115 "," $93,000,000 ", 1.95 ,5.9,1.85,
Rise of the Planet of the Apes,2011,105,81,403836,13118,0,646," $176,740,650 "," $93,000,000 ", 1.90 ,7.6,2.35,47000
The Spiderwick Chronicles,2008,107,70,68935,1614,0,125," $71,148,699 "," $90,000,000 ", 0.79 ,6.6,2.35,
A Good Day to Die Hard,2013,101,212,165618,15481,2,503," $67,344,392 "," $92,000,000 ", 0.73 ,5.3,1.85,66000
The Alamo,2004,137,102,16832,5780,0,267," $22,406,362 "," $107,000,000 ", 0.21 ,6,2.35,
The Incredibles,2004,115,663,479166,1901,0,815," $261,437,578 "," $92,000,000 ", 2.84 ,8,2.35,0
Cutthroat Island,1995,124,212,21102,3611,3,169," $11,000,000 "," $98,000,000 ", 0.11 ,5.6,2.35,
Percy Jackson & the Olympians: The Lightning Thief,2010,118,0,141179,14024,0,419," $88,761,720 "," $95,000,000 ", 0.93 ,5.9,2.35,9000
Men in Black,1997,98,188,403014,12998,0,289," $250,147,615 "," $90,000,000 ", 2.78 ,7.3,1.85,
Toy Story 2,1999,82,487,385871,21275,2,515," $245,823,397 "," $90,000,000 ", 2.73 ,7.9,1.85,0
Unstoppable,2010,98,12000,149947,25780,1,326," $81,557,479 "," $100,000,000 ", 0.82 ,6.8,2.35,
Rush Hour 2,2001,90,420,160440,664,2,394," $226,138,454 "," $90,000,000 ", 2.51 ,6.6,2.35,0
What Lies Beneath,2000,130,0,98403,12890,0,683," $155,370,362 "," $100,000,000 ", 1.55 ,6.6,2.35,
Cloudy with a Chance of Meatballs,2009,90,97,152601,1227,1,156," $124,870,275 "," $100,000,000 ", 1.25 ,7,2.35,0
Ice Age: Dawn of the Dinosaurs,2009,94,107,166791,1258,0,132," $196,573,705 "," $90,000,000 ", 2.18 ,7,1.85,
The Secret Life of Walter Mitty,2013,114,0,236421,5095,1,515," $58,229,120 "," $90,000,000 ", 0.65 ,7.3,2.35,7000
Charlie's Angels,2000,94,368,145350,15419,0,643," $125,305,545 "," $92,000,000 ", 1.36 ,5.5,2.35,
The Departed,2006,151,17000,873649,45648,0,2054," $132,373,442 "," $90,000,000 ", 1.47 ,8.5,2.35,29000
Mulan,1998,88,7,171792,4478,0,222," $120,618,403 "," $90,000,000 ", 1.34 ,7.5,1.66,
Tropic Thunder,2008,121,0,307539,23484,3,577," $110,416,702 "," $92,000,000 ", 1.20 ,7,2.35,0
The Girl with the Dragon Tattoo,2011,158,21000,330152,20388,1,632," $102,515,793 "," $90,000,000 ", 1.14 ,7.8,2.35,
Die Hard with a Vengeance,1995,128,323,299258,14274,1,346," $100,012,500 "," $90,000,000 ", 1.11 ,7.6,2.35,0
Sherlock Holmes,2009,128,0,477300,23996,3,621," $209,019,489 "," $90,000,000 ", 2.32 ,7.6,1.85,
Atlantis: The Lost Empire,2001,95,21,72591,15237,0,289," $84,037,039 "," $120,000,000 ", 0.70 ,6.8,2.35,0
Alvin and the Chipmunks: The Road Chip,2015,92,12,9418,38450,0,53," $85,884,815 "," $90,000,000 ", 0.95 ,5,1.85,
Valkyrie,2008,121,0,183247,14165,0,440," $83,077,470 "," $75,000,000 ", 1.11 ,7.1,1.85,0
You Don't Mess with the Zohan,2008,113,221,156348,13446,0,380," $100,018,837 "," $90,000,000 ", 1.11 ,5.5,1.85,
Pixels,2015,106,0,89770,35367,0,342," $78,747,585 "," $88,000,000 ", 0.89 ,5.6,2.35,39000
A.I. Artificial Intelligence,2001,146,14000,238747,6217,0,2153," $78,616,689 "," $100,000,000 ", 0.79 ,7.1,1.85,
The Haunted Mansion,2003,88,50,32049,2622,0,179," $75,817,994 "," $90,000,000 ", 0.84 ,4.9,2.35,988000
Contact,1997,150,0,200556,12289,2,611," $100,853,835 "," $90,000,000 ", 1.12 ,7.4,2.35,
Hollow Man,2000,119,719,101834,2356,0,628," $73,209,340 "," $95,000,000 ", 0.77 ,5.7,1.85,0
The Interpreter,2005,128,521,86152,2100,1,411," $72,515,360 "," $80,000,000 ", 0.91 ,6.4,2.35,
Percy Jackson: Sea of Monsters,2013,106,87,86627,10882,0,204," $68,558,662 "," $90,000,000 ", 0.76 ,5.9,2.35,28000
Lara Croft Tomb Raider: The Cradle of Life,2003,117,101,102747,33154,1,316," $65,653,758 "," $95,000,000 ", 0.69 ,5.5,2.35,
Now You See Me 2,2016,129,209,40862,23031,6,139," $64,685,359 "," $90,000,000 ", 0.72 ,6.9,2.35,15000
The Saint,1997,116,176,52136,475,0,184," $61,355,436 "," $68,000,000 ", 0.90 ,6.2,2.35,
Spy Game,2001,114,12000,121259,12499,2,361," $26,871 "," $92,000,000 ", 0.00 ,7,2.35,0
Mission to Mars,2000,114,0,60467,4902,0,949," $60,874,615 "," $90,000,000 ", 0.68 ,5.6,2.35,
Rio,2011,96,107,165333,12071,0,186," $143,618,384 "," $90,000,000 ", 1.60 ,7,2.35,19000
Bicentennial Man,1999,132,0,87785,55254,0,362," $58,220,776 "," $100,000,000 ", 0.58 ,6.8,1.85,
Volcano,1997,104,81,58227,5062,0,181," $47,474,112 "," $90,000,000 ", 0.53 ,5.4,1.85,2000
The Devil's Own,1997,111,79,45602,26088,0,114," $42,877,165 "," $86,000,000 ", 0.50 ,6.1,2.35,
K-19: The Widowmaker,2002,138,0,49311,15149,1,278," $35,168,677 "," $100,000,000 ", 0.35 ,6.7,2.35,0
Fantastic Four,2015,100,128,110486,1261,3,695," $56,114,221 "," $120,000,000 ", 0.47 ,4.3,2.35,
Conan the Barbarian,1982,129,468,113065,2024,0,337," $37,567,440 "," $20,000,000 ", 1.88 ,6.9,2.35,0
Cinderella Man,2005,144,2000,148238,2523,0,529," $61,644,321 "," $88,000,000 ", 0.70 ,8,2.35,
The Nutcracker in 3D,2010,110,96,2508,2728,0,24," $190,562 "," $90,000,000 ", 0.00 ,4.4,2.35,788000
Seabiscuit,2003,140,378,57661,13808,0,455," $120,147,445 "," $87,000,000 ", 1.38 ,7.3,2.35,
Twister,1996,113,101,144053,26239,0,395," $241,688,385 "," $92,000,000 ", 2.63 ,6.3,2.35,0
The Fast and the Furious,2001,106,357,272223,45327,2,988," $144,512,310 "," $38,000,000 ", 3.80 ,6.7,2.35,
Cast Away,2000,143,0,394317,15838,1,1051," $233,630,478 "," $90,000,000 ", 2.60 ,7.7,1.85,23000
Happy Feet,2006,108,750,132501,70996,0,548," $197,992,827 "," $100,000,000 ", 1.98 ,6.5,2.35,
The Bourne Supremacy,2004,108,521,348232,14161,1,806," $176,049,130 "," $75,000,000 ", 2.35 ,7.8,2.35,0
Air Force One,1997,124,249,146134,23603,1,393," $172,620,724 "," $85,000,000 ", 2.03 ,6.4,2.35,
Ocean's Eleven,2001,116,0,402645,13028,4,845," $183,405,771 "," $85,000,000 ", 2.16 ,7.8,2.35,0
The Three Musketeers,2011,110,545,88542,27694,8,254," $20,315,324 "," $75,000,000 ", 0.27 ,5.8,2.35,
Hotel Transylvania,2012,91,266,164148,37142,2,168," $148,313,048 "," $85,000,000 ", 1.74 ,7.1,1.85,28000
Enchanted,2007,107,36,142496,662,2,399," $127,706,877 "," $85,000,000 ", 1.50 ,7.1,2.35,
Safe House,2012,115,79,166693,36237,1,276," $126,149,655 "," $85,000,000 ", 1.48 ,6.8,2.35,19000
102 Dalmatians,2000,100,36,26413,4182,1,77," $66,941,559 "," $85,000,000 ", 0.79 ,4.8,1.85,
Tower Heist,2011,104,420,110073,3768,5,194," $78,009,155 "," $75,000,000 ", 1.04 ,6.2,2.35,0
The Holiday,2006,138,278,182757,17423,3,483," $63,224,849 "," $85,000,000 ", 0.74 ,6.9,1.85,
Enemy of the State,1998,140,12000,188116,11951,4,415," $111,544,445 "," $90,000,000 ", 1.24 ,7.3,2.35,0
It's Complicated,2009,120,278,69860,15226,2,214," $112,703,470 "," $85,000,000 ", 1.33 ,6.6,1.85,
Ocean's Thirteen,2007,122,0,256928,43499,3,288," $117,144,465 "," $85,000,000 ", 1.38 ,6.9,2.35,0
Open Season,2006,83,28,65270,6081,1,100," $84,303,558 "," $85,000,000 ", 0.99 ,6.2,1.85,
Divergent,2014,139,168,341058,22226,2,713," $150,832,203 "," $85,000,000 ", 1.77 ,6.7,2.35,49000
Enemy at the Gates,2001,131,218,188887,5103,1,662," $51,396,781 "," $68,000,000 ", 0.76 ,7.6,2.35,
The Rundown,2003,104,532,82731,16930,1,255," $47,592,825 "," $85,000,000 ", 0.56 ,6.7,2.35,0
Last Action Hero,1993,130,323,106528,2407,1,257," $50,016,394 "," $70,000,000 ", 0.71 ,6.2,2.35,
Memoirs of a Geisha,2005,145,252,119286,2380,1,548," $57,010,853 "," $85,000,000 ", 0.67 ,7.3,2.35,0
The Fast and the Furious: Tokyo Drift,2006,104,681,179500,1235,5,378," $62,494,975 "," $85,000,000 ", 0.74 ,6,2.35,
Arthur Christmas,2011,97,6,35446,2707,1,78," $46,440,491 "," $100,000,000 ", 0.46 ,7.1,1.85,0
Meet Joe Black,1998,178,102,169023,23950,0,703," $44,606,335 "," $90,000,000 ", 0.50 ,7.1,1.85,
Collateral Damage,2002,108,99,61417,1460,1,339," $40,048,332 "," $85,000,000 ", 0.47 ,5.5,1.85,941000
Mirror Mirror,2012,106,763,70838,11454,1,208," $64,933,670 "," $85,000,000 ", 0.76 ,5.6,1.85,
Scott Pilgrim vs. the World,2010,112,1000,273921,12687,0,522," $31,494,270 "," $60,000,000 ", 0.52 ,7.5,1.85,36000
The Core,2003,135,36,77029,1439,0,466," $31,111,260 "," $60,000,000 ", 0.52 ,5.4,2.35,
Nutty Professor II: The Klumps,2000,109,88,39391,2818,1,171," $123,307,945 "," $65,000,000 ", 1.90 ,4.3,1.85,374000
Scooby-Doo,2002,86,67,71424,6355,3,521," $153,288,182 "," $84,000,000 ", 1.82 ,4.9,1.85,
Dredd,2012,95,38,203458,578,0,588," $13,401,683 "," $35,000,000 ", 0.38 ,7.1,2.35,46000
Click,2006,107,153,246492,12700,1,685," $137,340,146 "," $70,000,000 ", 1.96 ,6.4,1.85,
Cats & Dogs: The Revenge of Kitty Galore,2010,82,62,10233,3326,0,63," $43,575,716 "," $85,000,000 ", 0.51 ,4.3,1.85,0
Jumper,2008,88,218,243053,21863,0,488," $80,170,146 "," $85,000,000 ", 0.94 ,6.1,2.35,
Hellboy II: The Golden Army,2008,120,0,208422,3632,0,342," $75,754,670 "," $85,000,000 ", 0.89 ,7,1.85,3000
Zodiac,2007,162,21000,301279,36928,0,589," $33,048,353 "," $65,000,000 ", 0.51 ,7.7,2.35,
The 6th Day,2000,123,55,100001,5839,1,289," $34,543,701 "," $82,000,000 ", 0.42 ,5.9,2.35,0
Bruce Almighty,2003,101,293,296904,21276,1,604," $242,589,580 "," $81,000,000 ", 2.99 ,6.7,1.85,
The Expendables,2010,113,13000,270226,46355,9,741," $102,981,571 "," $80,000,000 ", 1.29 ,6.5,2.35,57000
Mission: Impossible,1996,110,0,300542,12760,0,378," $180,965,237 "," $80,000,000 ", 2.26 ,7.1,2.35,
The Hunger Games,2012,142,378,701607,49942,0,1959," $407,999,255 "," $78,000,000 ", 5.23 ,7.3,2.35,14000
The Hangover Part II,2011,102,480,375879,16143,0,402," $254,455,986 "," $80,000,000 ", 3.18 ,6.5,2.35,
Batman Returns,1992,126,13000,215255,2899,0,610," $162,831,698 "," $80,000,000 ", 2.04 ,7,1.85,0
Over the Hedge,2006,83,12,127345,22813,1,250," $155,019,340 "," $80,000,000 ", 1.94 ,6.8,1.85,
Lilo & Stitch,2002,85,255,117212,3112,0,367," $145,771,527 "," $80,000,000 ", 1.82 ,7.2,1.66,0
Deep Impact,1998,120,75,135601,22750,0,493," $140,459,099 "," $75,000,000 ", 1.87 ,6.1,2.35,
RED 2,2013,116,23,125036,25220,7,205," $53,215,979 "," $84,000,000 ", 0.63 ,6.7,2.35,22000
The Longest Yard,2005,113,88,130070,13693,11,316," $158,115,031 "," $82,000,000 ", 1.93 ,6.4,2.35,
Alvin and the Chipmunks: Chipwrecked,2011,87,31,22838,4073,0,56," $133,103,929 "," $75,000,000 ", 1.77 ,4.4,1.85,0
Grown Ups 2,2013,101,221,107817,39269,4,255," $133,668,525 "," $80,000,000 ", 1.67 ,5.4,1.85,
Get Smart,2008,110,88,168172,44798,1,380," $130,313,314 "," $80,000,000 ", 1.63 ,6.5,1.85,0
Something's Gotta Give,2003,128,278,91092,22679,1,402," $124,590,960 "," $80,000,000 ", 1.56 ,6.7,1.85,
Shutter Island,2010,138,17000,786092,29585,0,964," $127,968,405 "," $80,000,000 ", 1.60 ,8.1,2.35,53000
Four Christmases,2008,88,91,48500,9913,2,124," $120,136,047 "," $80,000,000 ", 1.50 ,5.6,1.85,
Robots,2005,91,77,103022,1804,1,269," $128,200,012 "," $75,000,000 ", 1.71 ,6.3,1.85,0
Face/Off,1997,138,610,283967,17087,0,535," $112,225,777 "," $80,000,000 ", 1.40 ,7.3,2.35,
