movie title,Year,color,duration,genre1,genre2,genre3,genre4,genre5,genre6,genre7,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,num_user_for_reviews,language,country,content_rating,gross,budget,Gross_to_Budget_Ratio,IMDB Score,aspect_ratio, Facebook Likes 
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,Color,113,Adventure,Family,Fantasy,,,,,150,531,82,59,106446,764,4,dragon,king,mouse,quest,warrior,227,English,USA,PG,"$104,383,624 ","$155,000,000 ",0.67,6.3,1.78," 30,000 "
Pearl Harbor,2001, Black and White,184,Action,Drama,History,Romance,War,,,0,3000,961,691,254111,5401,0,air raid,black smoke,japanese military,japanese navy,sunday,1999,English,USA,PG013,"$198,539,855 ","$140,000,000 ",1.42,6.1,2.35, -   
Transformers,2007,Color,144,Action,Adventure,Sci0Fi,,,,,0,662,599,581,513158,2333,0,alien contact,autobot,decepticon,robot vs. robot,teenage hero,1782,English,USA,PG013,"$318,759,914 ","$150,000,000 ",2.13,7.1,2.35," 89,000 "
Alexander,2004,Color,206,Action,Adventure,Biography,Drama,History,Romance,War,0,12000,11000,591,138863,24598,3,ancient greece,conquest,greek,greek myth,king,1390,English,Germany,R,"$34,293,771 ","$155,000,000 ",0.22,5.5,2.35," 82,000 "
Harry Potter and the Order of the Phoenix,2007,Color,138,Adventure,Family,Fantasy,Mystery,,,,282,21000,11000,687,355137,33433,3,battle,magic,school,teacher,wizard,1108,English,UK,PG013,"$292,000,866 ","$150,000,000 ",1.95,7.5,2.35," 11,000 "
Harry Potter and the Goblet of Fire,2005,Color,157,Adventure,Family,Fantasy,Mystery,,,,179,21000,11000,10000,385670,53413,1,fire,goblet,magic,tournament,wizard,1896,English,UK,PG013,"$289,994,397 ","$150,000,000 ",1.93,7.6,2.35, -   
Hancock,2008,Color,102,Action,Drama,,,,,,532,10000,9000,979,343648,21584,0,bully comeuppance,destruction,prison,superhero,tough girl,590,English,USA,PG013,"$227,946,274 ","$150,000,000 ",1.52,6.4,2.35," 8,000 "
I Am Legend,2007,Color,104,Drama,Horror,Sci0Fi,,,,,508,10000,1000,558,530870,13076,0,new york city,pandemic,post apocalypse,survivalist,virus,1413,English,USA,PG013,"$256,386,216 ","$150,000,000 ",1.71,7.2,2.35, -   
Charlie and the Chocolate Factory,2005,Color,115,Adventure,Comedy,Family,Fantasy,,,,13000,40000,16000,588,320284,57844,3,chocolate,diminution,miniaturization,physical flexability,ticket,1361,English,USA,PG,"$206,456,431 ","$150,000,000 ",1.38,6.7,1.85, -   
Ratatouille,2007,Color,111,Animation,Comedy,Family,Fantasy,,,,663,1000,1000,954,473887,4764,0,chef,food,french,rat,restaurant,626,English,USA,G,"$206,435,493 ","$150,000,000 ",1.38,8,2.35, -   
Batman Begins,2005,Color,128,Action,Adventure,,,,,,22000,23000,14000,11000,980946,59558,0,armored car,gangster,gotham,mixed martial arts,social decay,2685,English,USA,PG013,"$205,343,774 ","$150,000,000 ",1.37,8.3,2.35, -   
Madagascar: Escape 2 Africa,2008,Color,89,Action,Adventure,Animation,Comedy,Family,,,35,1000,851,436,146019,3285,0,africa,madagascar,new york city,sequel,zoo,119,English,USA,PG,"$179,982,968 ","$150,000,000 ",1.2,6.7,1.85," 11,000 "
Night at the Museum: Battle of the Smithsonian,2009,Color,105,Adventure,Comedy,Family,Fantasy,,,,189,49000,3000,1000,130272,54039,2,hdtv,motorcycle,museum,security guard,tyrannosaurus rex,209,English,USA,PG,"$177,243,721 ","$150,000,000 ",1.18,5.9,2.35, -   
X0Men Origins: Wolverine,2009,Color,119,Action,Adventure,Fantasy,Sci0Fi,Thriller,,,151,20000,16000,2000,361924,40054,0,army,civil war,claw fight,commando,wolverine the character,641,English,USA,PG013,"$179,883,016 ","$150,000,000 ",1.2,6.7,2.35," 10,000 "
The Matrix Revolutions,2003,Color,129,Action,Sci0Fi,,,,,,0,309,269,233,364948,1062,0,battle,epic,fight,future,machine,2121,English,Australia,R,"$139,259,759 ","$150,000,000 ",0.93,6.7,2.35," 15,000 "
Frozen,2013,Color,102,Adventure,Animation,Comedy,Family,Fantasy,Musical,,69,1000,523,490,421658,2582,0,magic,sister love,sister sister relationship,snow,snowman,904,English,USA,PG,"$400,736,600 ","$150,000,000 ",2.67,7.6,2.24, -   
The Matrix Reloaded,2003,Color,138,Action,Sci0Fi,,,,,,0,234,198,30,421818,534,0,car motorcycle chase,one against many,oracle,prophecy,stylized violence,2789,English,USA,R,"$281,492,479 ","$150,000,000 ",1.88,7.2,2.35," 2,000 "
Thor: The Dark World,2013,Color,112,Action,Adventure,Fantasy,,,,,230,26000,20000,12000,414070,59803,3,arrest,portal,thor,warrior,weapon,532,English,USA,PG013,"$206,360,018 ","$170,000,000 ",1.21,7.1,2.35, -   
Mad Max: Fury Road,2015,Color,120,Action,Adventure,Sci0Fi,Thriller,,,,750,27000,9000,943,552503,40025,0,australia,desert,escape,on the run,post apocalypse,1588,English,Australia,R,"$153,629,485 ","$150,000,000 ",1.02,8.1,2.35, -   
Angels & Demons,2009,Color,146,Mystery,Thriller,,,,,,2000,15000,745,294,207839,16948,2,conclave,illuminati,murder,reference to bernini,reference to raphael,435,English,USA,PG013,"$133,375,846 ","$150,000,000 ",0.89,6.7,2.35," 58,000 "
Thor,2011,Color,115,Action,Adventure,Fantasy,,,,,0,26000,20000,12000,536314,60059,1,battle,marvel cinematic universe,scientist,thor,throne,738,English,USA,PG013,"$181,015,141 ","$150,000,000 ",1.21,7,2.35, -   
Bolt,2008,Color,96,Adventure,Animation,Comedy,Drama,Family,,,59,17000,759,699,146766,20007,0,cat,dog,hamster,new york city,superpower,178,English,USA,PG,"$114,053,579 ","$150,000,000 ",0.76,6.9,1.85," 63,000 "
G0Force,2009,Color,88,Action,Adventure,Animation,Comedy,Family,Fantasy,Sci0Fi,12,730,607,182,33042,2217,0,fbi director,guinea pig,household appliance,secret agent,talking mouse,90,English,USA,PG,"$119,420,252 ","$150,000,000 ",0.8,5.1,2.35," 191,000 "
Wrath of the Titans,2012,Color,99,Action,Adventure,Fantasy,,,,,473,14000,897,502,152826,16184,0,ares,hades,titan,underworld,zeus,253,English,USA,PG013,"$83,640,426 ","$150,000,000 ",0.56,5.8,1.85, -   
Dark Shadows,2012,Color,113,Comedy,Fantasy,Horror,,,,,13000,40000,17000,16000,199039,80849,7,camera shot of feet,cartoon on tv,female stockinged feet,female stockinged soles,foot closeup,479,English,USA,PG013,"$79,711,678 ","$100,000,000 ",0.8,6.2,1.85," 63,000 "
Mission: Impossible 0 Rogue Nation,2015,Color,131,Action,Adventure,Thriller,,,,,188,10000,10000,641,232187,21840,0,capture,computer hacker,mission,rogue agent,spy,440,English,China,PG013,"$195,000,874 ","$150,000,000 ",1.3,7.4,2.35, -   
The Wolfman,2010,Color,119,Drama,Fantasy,Horror,Thriller,,,,394,12000,490,162,89442,13071,0,asylum,death,full moon,transformation,werewolf,432,English,USA,R,"$61,937,495 ","$150,000,000 ",0.41,5.8,1.85, -   
The Legend of Tarzan,2016,Color,110,Action,Adventure,Drama,Romance,,,,282,11000,10000,103,42372,21175,2,africa,capture,jungle,male objectification,tarzan,239,English,USA,PG013,"$124,051,759 ","$180,000,000 ",0.69,6.6,2.35," 19,000 "
Bee Movie,2007,Color,91,Adventure,Animation,Comedy,Family,,,,58,2000,852,826,105902,6576,0,bee,dream sequence,egg,scatological humor,squashed bug,206,English,USA,PG,"$126,597,121 ","$150,000,000 ",0.84,6.2,1.85," 82,000 "
Kung Fu Panda 2,2011,Color,90,Action,Adventure,Animation,Comedy,Family,,,90,11000,10000,15,182718,21015,0,china,kung fu,panda,peacock,tigress,209,English,USA,PG,"$165,230,261 ","$150,000,000 ",1.1,7.3,2.35," 47,000 "
The Last Airbender,2010,Color,103,Action,Adventure,Family,Fantasy,,,,0,1000,756,346,118951,2857,0,avatar,fire,kingdom,tribe,water,1382,English,USA,PG,"$131,564,731 ","$150,000,000 ",0.88,4.2,2.35, -   
Mission: Impossible III,2006,Color,124,Action,Adventure,Thriller,,,,,14000,22000,10000,979,256695,34817,0,arms dealer,fictional government agency,mission,rescue,vatican,871,English,USA,PG013,"$133,382,309 ","$150,000,000 ",0.89,6.9,2.35," 29,000 "
White House Down,2013,Color,131,Action,Drama,Thriller,,,,,776,17000,551,256,164238,18204,2,black u.s. president,president,secret service,tour,white house,434,English,USA,PG013,"$73,103,784 ","$150,000,000 ",0.49,6.4,2.35, -   
Mars Needs Moms,2011,Color,88,Action,Adventure,Animation,Comedy,Family,Sci0Fi,,25,921,562,433,17590,2652,0,boy,martian,rescue,robot,sexism,112,English,USA,PG,"$21,379,315 ","$150,000,000 ",0.14,5.4,2.35," 20,000 "
Flushed Away,2006,Color,85,Adventure,Animation,Comedy,Family,,,,42,20000,14000,586,85086,35161,0,boat,frog,rat,sewer,toad,122,English,UK,PG,"$64,459,316 ","$149,000,000 ",0.43,6.7,1.85," 18,000 "
Pan,2015,Color,111,Adventure,Family,Fantasy,,,,,456,20000,548,394,39956,21393,4,1940s,child hero,fantasy world,orphan,reference to peter pan,186,English,USA,PG,"$34,964,818 ","$150,000,000 ",0.23,5.8,2.35, -   
Mr. Peabody & Sherman,2014,Color,92,Adventure,Animation,Comedy,Family,Sci0Fi,,,50,3000,1000,517,47900,5810,2,dog,father son relationship,inventor,talking dog,time travel,130,English,USA,PG,"$111,505,642 ","$145,000,000 ",0.77,6.9,1.85," 33,000 "
Troy,2004,Color,196,Adventure,,,,,,,249,11000,5000,844,381672,17944,2,greek,mythology,prince,trojan,troy,1694,English,USA,R,"$133,228,348 ","$175,000,000 ",0.76,7.2,2.35, -   
Madagascar 3: Europe's Most Wanted,2012,Color,93,Adventure,Animation,Comedy,Family,,,,35,851,770,436,119213,2444,0,animal,circus,island name in title,lemur,penguin,154,English,USA,PG,"$216,366,733 ","$145,000,000 ",1.49,6.9,1.85, -   
Die Another Day,2002, Black and White,133,Action,Adventure,Thriller,,,,,93,769,766,746,169914,2538,0,catfight,clinic,colonel,diamond,patricide,1185,English,UK,PG013,"$160,201,106 ","$142,000,000 ",1.13,6.1,2.35," 24,000 "
Ghostbusters,2016,Color,116,Action,Comedy,Fantasy,Sci0Fi,,,,176,783,370,322,69757,2097,4,ghost,ghostbuster,ghostbusters,male objectification,reboot,1211,English,USA,PG013,"$118,099,659 ","$144,000,000 ",0.82,5.5,2.35," 11,000 "
Armageddon,1998,Color,153,Action,Adventure,Sci0Fi,Thriller,,,,0,13000,12000,537,322395,26029,0,asteroid,astronaut,bomb,meteorite,outer space,1171,English,USA,PG013,"$201,573,391 ","$140,000,000 ",1.44,6.6,2.35, -   
Men in Black II,2002,Color,88,Action,Adventure,Comedy,Family,Fantasy,Mystery,Sci0Fi,188,10000,3000,826,270207,14823,2,alien,lingerie,lingerie model,m.i.b.,pug,606,English,USA,PG013,"$190,418,803 ","$140,000,000 ",1.36,6.1,1.85," 17,000 "
Beowulf,2007,Color,115,Action,Adventure,Animation,Fantasy,,,,0,18000,12000,964,142440,31523,1,creature,demon,king,reward,warrior,505,English,USA,PG013,"$82,161,969 ","$150,000,000 ",0.55,6.3,2.35, -   
Kung Fu Panda 3,2016,Color,95,Action,Adventure,Animation,Comedy,Family,,,5,24000,11000,967,64322,36095,0,china,kung fu,panda,pig,village,145,English,USA,PG,"$143,523,463 ","$145,000,000 ",0.99,7.2,2.35," 62,000 "
Mission: Impossible 0 Ghost Protocol,2011,Color,133,Action,Adventure,Thriller,,,,,663,10000,10000,690,365104,21768,3,dubai,kremlin,race against time,russian,terrorist,512,English,USA,PG013,"$209,364,921 ","$145,000,000 ",1.44,7.4,2.35," 11,000 "
Rise of the Guardians,2012,Color,97,Adventure,Animation,Family,Fantasy,,,,52,20000,315,161,123553,20645,0,belief,box office hit,children,new york city,tooth,174,English,USA,PG,"$103,400,692 ","$145,000,000 ",0.71,7.3,1.85," 2,000 "
Fun with Dick and Jane,2005,Color,90,Comedy,Crime,,,,,,23,957,550,233,110788,1997,1,animal abuse,ceo,heist,suburb,unemployment,258,English,USA,PG013,"$110,332,737 ","$100,000,000 ",1.1,6.1,2.35," 3,000 "
The Last Samurai,2003,Color,154,Action,Drama,History,War,,,,380,10000,956,445,317166,11945,1,captain,emperor,honor,japan,samurai,928,English,USA,R,"$111,110,575 ","$140,000,000 ",0.79,7.7,2.35," 24,000 "
Exodus: Gods and Kings,2014,Color,150,Action,Adventure,Drama,,,,,0,23000,893,748,128682,26490,0,egypt,exodus,moses,pharaoh,plague,657,English,UK,PG013,"$65,007,045 ","$140,000,000 ",0.46,6.1,2.35," 35,000 "
Star Trek,2009,Color,127,Action,Adventure,Sci0Fi,,,,,14000,26000,12000,981,504419,39284,0,box office hit,future,lifted by the throat,star trek,vulcan,1559,English,USA,PG013,"$257,704,099 ","$150,000,000 ",1.72,8,2.35," 25,000 "
Spider0Man,2002,Color,121,Action,Adventure,Fantasy,Romance,,,,0,24000,11000,4000,544665,40484,0,evil,goblin,spider,spider man,superhero,2012,English,USA,PG013,"$403,706,375 ","$139,000,000 ",2.9,7.3,1.85," 2,000 "
How to Train Your Dragon 2,2014,Color,102,Action,Adventure,Animation,Comedy,Family,Fantasy,,255,18000,3000,953,221128,23378,5,dragon,father son relationship,husband wife relationship,mother son relationship,viking,343,English,USA,PG,"$176,997,107 ","$145,000,000 ",1.22,7.9,2.35, -   
Gods of Egypt,2016,Color,126,Action,Adventure,Fantasy,,,,,295,18000,934,284,51892,19769,4,ancient egypt,egypt,egyptian,egyptian god,egyptian goddess,273,English,USA,PG013,"$31,141,074 ","$140,000,000 ",0.22,5.5,2.35," 51,000 "
Stealth,2005,Color,121,Action,Adventure,Sci0Fi,Thriller,,,,357,820,780,653,45455,2705,0,artificial intelligence,box office flop,fighter jet,navy,pilot,388,English,USA,PG013,"$31,704,416 ","$135,000,000 ",0.23,5,2.35," 19,000 "
Watchmen,2009,Color,215,Action,Drama,Mystery,Sci0Fi,,,,0,986,745,413,392474,2530,1,conspiracy,cynicism,false promise of the american dream,male full frontal nudity,male nudity,1229,English,USA,R,"$107,503,316 ","$130,000,000 ",0.83,7.7,2.35," 5,000 "
Lethal Weapon 4,1998,Color,127,Action,Crime,Thriller,,,,,503,5000,808,91,127497,6171,2,kung fu,lapd,martial arts,private investigator,triad,287,English,USA,R,"$129,734,803 ","$140,000,000 ",0.93,6.6,2.35," 46,000 "
Hulk,2003,Color,138,Action,Sci0Fi,,,,,,0,820,300,258,212106,1814,0,1980s,c 130 hercules,monster,panzer,san francisco california,1445,English,USA,PG013,"$132,122,995 ","$137,000,000 ",0.96,5.7,1.85," 24,000 "
G.I. Joe: Retaliation,2013,Color,122,Action,Adventure,Sci0Fi,Thriller,,,,209,17000,12000,934,146352,31958,6,general,gi joe,martial arts,ninja,president,288,English,USA,PG013,"$122,512,052 ","$130,000,000 ",0.94,5.8,2.35, -   
Sahara,2005,Color,124,Action,Adventure,Comedy,Thriller,,,,42,11000,973,848,77673,13073,3,beach,civil war,desert,dictator,ship,463,English,UK,PG013,"$68,642,452 ","$130,000,000 ",0.53,6,2.35," 18,000 "
Final Fantasy: The Spirits Within,2001,Color,106,Action,Adventure,Animation,Fantasy,Romance,Sci0Fi,,6,12000,2000,422,72259,15015,1,general,military,scientist,soldier,year 2065,788,English,USA,PG013,"$32,131,830 ","$137,000,000 ",0.23,6.4,1.85, -   
Captain America: The First Avenger,2011,Color,124,Action,Adventure,Sci0Fi,,,,,394,11000,3000,2000,508818,19761,0,arctic,captain america,scientist,tesseract,war bond,679,English,USA,PG013,"$176,636,816 ","$140,000,000 ",1.26,6.9,2.35, -   
The World Is Not Enough,1999,Color,128,Action,Adventure,Thriller,,,,,150,766,536,244,157519,2037,2,british,oil,scientist,terrorist,tycoon,683,English,UK,PG013,"$126,930,660 ","$135,000,000 ",0.94,6.4,2.35," 42,000 "
Master and Commander: The Far Side of the World,2003,Color,138,Action,Adventure,Drama,History,War,,,608,613,172,168,168207,1205,1,1800s,napoleonic wars,pursuit,royal navy,ship,684,English,USA,PG013,"$93,926,386 ","$150,000,000 ",0.63,7.4,2.35, -   
The Twilight Saga: Breaking Dawn 0 Part 2,2012,Color,115,Adventure,Drama,Fantasy,Romance,,,,386,21000,17000,12000,185394,59177,3,battle,friend,super strength,vampire,vision,329,English,USA,PG013,"$292,298,923 ","$120,000,000 ",2.44,5.5,2.35, -   
Happy Feet 2,2011,Color,100,Animation,Comedy,Family,Musical,,,,750,49000,11000,988,32399,62644,0,3d,antarctica,krill,penguin,sequel,79,English,Australia,PG,"$63,992,328 ","$135,000,000 ",0.47,5.9,2.35," 46,000 "
The Incredible Hulk,2008,Color,135,Action,Adventure,Sci0Fi,,,,,255,3000,1000,882,326286,5811,0,antidote,cure,hulk,marvel cinematic universe,opening action scene,643,English,USA,PG013,"$134,518,390 ","$150,000,000 ",0.9,6.8,2.35," 2,000 "
The BFG,2016,Color,117,Adventure,Family,Fantasy,,,,,14000,535,400,358,12572,1950,0,cannibal,evil brother,giant,london england,queen,106,English,UK,PG,"$52,792,307 ","$140,000,000 ",0.38,6.8,2.35, -   
The Revenant,2015,Color,156,Adventure,Drama,Thriller,Western,,,,0,29000,27000,733,406020,57108,0,bear attack,cauterizing a wound,native american,revenge,survival,1188,English,USA,R,"$183,635,922 ","$135,000,000 ",1.36,8.1,2.35," 65,000 "
Turbo,2013,Color,96,Adventure,Animation,Comedy,Family,Sport,,,13,16000,881,463,62424,17416,0,accident,freak accident,race,snail,underdog,90,English,USA,PG,"$83,024,900 ","$135,000,000 ",0.61,6.5,2.35, -   
Rango,2011,Color,107,Adventure,Animation,Comedy,Family,Western,,,563,40000,1000,939,183208,43291,0,chameleon,lizard,sheriff,water,western town,337,English,USA,PG,"$123,207,194 ","$135,000,000 ",0.91,7.2,2.35, -   
Penguins of Madagascar,2014,Color,92,Adventure,Animation,Comedy,Family,,,,35,19000,411,179,60230,19963,0,little girl,park,spy,statue of liberty,television van,118,English,USA,PG,"$83,348,920 ","$132,000,000 ",0.63,6.7,1.85, -   
The Bourne Ultimatum,2007,Color,115,Action,Mystery,Thriller,,,,,521,13000,897,883,491077,17369,0,action hero,cia,dark past,flashback,memory,820,English,USA,PG013,"$227,137,090 ","$110,000,000 ",2.06,8.1,2.35," 27,000 "
Kung Fu Panda,2008,Color,92,Action,Adventure,Animation,Comedy,Family,,,54,11000,967,562,307029,12754,0,kung fu,kung fu master,master,panda,snow leopard,360,English,USA,PG,"$215,395,021 ","$130,000,000 ",1.66,7.6,2.35," 190,000 "
Ant0Man,2015,Color,117,Action,Adventure,Comedy,Sci0Fi,,,,235,2000,2000,680,313866,5730,6,ant,chinatown san francisco,heist,sabotage,vault,549,English,USA,PG013,"$180,191,634 ","$130,000,000 ",1.39,7.4,1.85," 13,000 "
The Hunger Games: Catching Fire,2013,Color,146,Adventure,Sci0Fi,Thriller,,,,,508,34000,14000,523,498397,49355,1,president,snow,television,tour,uprising,706,English,USA,PG013,"$424,645,577 ","$130,000,000 ",3.27,7.6,2.35," 26,000 "
The Twilight Saga: Breaking Dawn 0 Part 2,2012,Color,115,Adventure,Drama,Fantasy,Romance,,,,386,21000,17000,12000,185394,59177,3,battle,friend,super strength,vampire,vision,329,English,USA,PG013,"$292,298,923 ","$120,000,000 ",2.44,5.5,2.35," 11,000 "
Home,2015,Color,94,Adventure,Animation,Comedy,Family,Fantasy,Sci0Fi,,12,17000,523,183,70121,17883,0,alien friendship,alien invasion,australia,flying car,mother daughter relationship,214,English,USA,PG,"$177,343,675 ","$135,000,000 ",1.31,6.7,1.85, -   
War of the Worlds,2005,Color,116,Adventure,Sci0Fi,Thriller,,,,,14000,10000,1000,807,334345,12758,0,alien,fight,storm,survival,tripod,2741,English,USA,PG013,"$234,277,056 ","$132,000,000 ",1.77,6.5,1.85," 6,000 "
Bad Boys II,2003,Color,147,Action,Comedy,Crime,Thriller,,,,0,10000,898,877,178126,12954,1,cuba,dea,drugs,money,undercover,511,English,USA,R,"$138,396,624 ","$130,000,000 ",1.06,6.6,2.35," 61,000 "
Puss in Boots,2011,Color,90,Action,Adventure,Animation,Comedy,Family,Fantasy,,50,4000,442,397,114287,5046,0,betrayal,egg,friend,goose,hero,137,English,USA,PG,"$149,234,747 ","$130,000,000 ",1.15,6.7,2.35," 82,000 "
Salt,2010,Color,101,Action,Crime,Mystery,Thriller,,,,176,11000,702,282,245621,12406,1,cia,on the run,russian,russian spy,strong female lead,514,English,USA,PG013,"$118,311,368 ","$110,000,000 ",1.08,6.4,2.35," 65,000 "
Noah,2014,Color,138,Action,Adventure,Drama,,,,,0,12000,9000,8000,200022,32355,2,ark,flood,noah's ark,water,wrath of god,1240,English,USA,PG013,"$101,160,529 ","$125,000,000 ",0.81,5.8,1.85," 26,000 "
The Adventures of Tintin,2011,Color,107,Action,Adventure,Family,Mystery,,,,14000,2000,871,845,177383,4631,1,captain,morocco,ship,tintin,treasure,447,English,USA,PG,"$77,564,037 ","$135,000,000 ",0.57,7.4,2.35, -   
Harry Potter and the Prisoner of Azkaban,2004,Color,142,Adventure,Family,Fantasy,Mystery,,,,0,11000,10000,10000,382255,33284,3,magic,muggle,serial killer,traitor,wizard,1504,English,UK,PG,"$249,358,727 ","$130,000,000 ",1.92,7.8,2.35, -   
Australia,2008,Color,165,Adventure,Drama,Romance,War,,,,1000,309,284,165,102338,921,0,australia,cattle,darwin,drover,japanese,450,English,Australia,PG013,"$49,551,662 ","$130,000,000 ",0.38,6.6,2.35," 16,000 "
After Earth,2013,Color,100,Action,Adventure,Sci0Fi,,,,,0,10000,943,894,158720,14168,0,box office flop,father son team,fear,race against time,real life father and son playing father and son,744,English,USA,PG013,"$60,522,097 ","$130,000,000 ",0.47,4.9,2.35," 23,000 "
Dinosaur,2000,Color,82,Adventure,Animation,Family,Thriller,,,,0,1000,558,388,38438,2945,1,egg,iguanodon,lemur,meteor,nesting grounds,241,English,USA,PG,"$137,748,063 ","$127,500,000 ",1.08,6.5,1.85," 71,000 "
Night at the Museum: Secret of the Tomb,2014,Color,98,Adventure,Comedy,Family,Fantasy,,,,189,49000,3000,1000,67223,53587,7,museum,museum of natural history manhattan new york city,night watchman,star died before release,tablet,126,English,USA,PG,"$113,733,726 ","$127,000,000 ",0.9,6.2,1.85," 44,000 "
