movie title,color,genre1,genre2,genre3,genre4,genre5,genre6,genre7,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,content_rating,IMDB Score
Fast Five,Color,Action,Crime,Thriller,,,,,drug lord,drugs,federal agent,heist,police,English,USA,PG013,7.3
Sherlock Holmes: A Game of Shadows,Color,Action,Adventure,Crime,Mystery,Thriller,,,factory,gypsy,investigation,sherlock holmes,train,English,USA,PG013,7.5
Clash of the Titans,Color,Action,Adventure,Fantasy,,,,,famous line,hand to hand combat,kraken,rape,zeus,English,USA,PG013,5.8
Total Recall,Color,Action,Sci0Fi,,,,,,ambiguous ending,false memory,implanted memory,memory,space colony,English,USA,R,7.5
The 13th Warrior,Color,Action,Adventure,History,,,,,arab,battle,combat,viking,warrior,English,USA,R,6.6
The Bourne Legacy,Color,Action,Adventure,Thriller,,,,,assassin,cia,drone,pill,wolf,English,USA,PG013,6.7
Batman & Robin,Color,Action,,,,,,,butler,critically bashed,cure,freeze,gotham,English,USA,PG013,3.7
How the Grinch Stole Christmas,Color,Comedy,Family,Fantasy,,,,,box office hit,christmas,materialism,public humiliation,snowflake,English,USA,PG,6
The Day After Tomorrow,Color,Action,Adventure,Sci0Fi,Thriller,,,,climate,end of the world,global warming,natural disaster,weather,English,USA,PG013,6.4
Mission: Impossible II,Color,Action,Adventure,Thriller,,,,,cure,mission,terrorist,thief,virus,English,USA,PG013,6.1
The Perfect Storm,Color,Action,Adventure,Drama,Thriller,,,,death,fish,fishing,sea,storm,English,USA,PG013,6.4
Fantastic 4: Rise of the Silver Surfer,Color,Action,Adventure,Sci0Fi,Thriller,,,,fantastic four,space,strong female character,strong female lead,superheroine,English,USA,PG,5.6
Life of Pi,Color,Adventure,Drama,Fantasy,,,,,animal,faith,india,journey,tiger,English,USA,PG,8
Ghost Rider,Color,Action,Fantasy,Thriller,,,,,blackheart,devil,father,ghost,mephistopheles,English,USA,PG013,5.2
Jason Bourne,Color,Action,Thriller,,,,,,black ops,chase,cia,cia agent,repeated scene,English,UK,PG013,7.1
Charlie's Angels: Full Throttle,Color,Action,Adventure,Comedy,Crime,,,,fbi,murder,ring,witness protection,witness protection program,English,USA,PG013,4.8
Prometheus,Color,Adventure,Mystery,Sci0Fi,,,,,cave painting,medical scanner,planet,pregnant with an alien fetus,suspended animation,English,USA,R,7
Stuart Little 2,Color,Adventure,Animation,Comedy,Family,Fantasy,,,anthropomorphic mouse,falcon,marshmallow,second part,soccer,English,USA,PG,5.4
Elysium,Color,Action,Drama,Sci0Fi,Thriller,,,,christ figure,class differences,messiah,saviour,social commentary,English,USA,R,6.6
The Chronicles of Riddick,Color,Action,Adventure,Sci0Fi,Thriller,,,,bounty hunter,escape,necromonger,planet,warrior,English,USA,PG013,6.7
RoboCop,Color,Action,Crime,Sci0Fi,Thriller,,,,law enforcement,police,robocop,robot,technology,English,USA,PG013,6.2
Speed Racer,Color,Action,Family,Sport,,,,,based on anime,based on cartoon,gadget car,racer,speed,English,USA,PG,6.1
How Do You Know,Color,Comedy,Drama,Romance,,,,,embarrassment,falling in love,love,love triangle,revelation,English,USA,PG013,5.3
Knight and Day,Color,Action,Comedy,Romance,,,,,chase,fbi,garage,spy,surveillance,English,USA,PG013,6.3
Oblivion,Color,Action,Adventure,Mystery,Sci0Fi,,,,cabin in the woods,drone,flying through a thunderstorm,post apocalypse,sex in a pool,English,USA,PG013,7
Star Wars: Episode III 0 Revenge of the Sith,Color,Action,Adventure,Fantasy,Sci0Fi,,,,elongated cry of no,friends become enemies,kicked in the butt,robotic midwife,vision,English,USA,PG013,7.6
Star Wars: Episode II 0 Attack of the Clones,Color,Action,Adventure,Fantasy,Sci0Fi,,,,martial arts,murdered before giving protagonist information,part computer animation,prequel,prequel to cult film,English,USA,PG,6.7
"Monsters, Inc.",Color,Adventure,Animation,Comedy,Family,Fantasy,,,friend,little girl,monster,rival,scream,English,USA,G,8.1
The Wolverine,Color,Action,Adventure,Sci0Fi,Thriller,,,,healing power,marvel comics,mecha,regeneration,self healing,English,USA,PG013,6.7
Star Wars: Episode I 0 The Phantom Menace,Color,Action,Adventure,Fantasy,Sci0Fi,,,,alien,character says i have a bad feeling about this,hand to hand combat,seven word title,wilhelm scream,English,USA,PG,6.5
The Croods,Color,Adventure,Animation,Comedy,Family,Fantasy,,,cave,caveman,journey,strict father,survival,English,USA,PG,7.3
Windtalkers,Color,Action,Drama,War,,,,,code,duty,steel helmet,u.s. marine,u.s. soldier,English,USA,R,6
The Huntsman: Winter's War,Color,Action,Adventure,Drama,Fantasy,,,,based on fairy tale,dark fantasy,fairy tale,second part,sequel,English,USA,PG013,6.1
Teenage Mutant Ninja Turtles,Color,Action,Adventure,Comedy,Sci0Fi,,,,18 wheeler,mutant,ninja,sewer,turtle,English,USA,PG013,5.9
Gravity,Color,Adventure,Drama,Sci0Fi,Thriller,,,,box office hit,long take,sole survivor,space,space station,English,UK,PG013,7.8
Dante's Peak,Color,Action,Adventure,Thriller,,,,,ash,escape,lava,mayor,volcano,English,USA,PG013,5.8
Teenage Mutant Ninja Turtles: Out of the Shadows,Color,Action,Adventure,Comedy,Sci0Fi,,,,based on comic book,brother brother relationship,rat,sequel,turtle,English,USA,PG013,6.3
Fantastic Four,Color,Action,Adventure,Sci0Fi,,,,,box office flop,critically bashed,portal,teleportation,troubled production,English,USA,PG013,4.3
Night at the Museum,Color,Action,Adventure,Comedy,Family,Fantasy,,,chaos,museum,museum of natural history,night watchman,watchman,English,USA,PG,6.4
San Andreas,Color,Action,Adventure,Drama,Thriller,,,,disaster movie,earthquake,journey,natural disaster,san andreas fault,English,USA,PG013,6.1
Tomorrow Never Dies,Color,Action,Adventure,Thriller,,,,,ex boyfriend ex girlfriend relationship,media tycoon,megalomaniac,official james bond series,world war three,English,UK,PG013,6.5
The Patriot,Color,Action,Drama,History,War,,,,american revolution,british,french,hero,standoff,English,USA,R,7.1
Ocean's Twelve,Color,Crime,Thriller,,,,,,father daughter relationship,heist,pretending to be pregnant,sequel,thief,English,USA,PG013,6.4
Mr. & Mrs. Smith,Color,Action,Comedy,Crime,Romance,Thriller,,,assassin,marriage,secret agent,suburb,target,English,USA,PG013,6.5
Insurgent,Color,Adventure,Sci0Fi,Thriller,,,,,action heroine,falling from height,mind control,trainhopping,truth serum,English,USA,PG013,6.3
The Aviator, Black and White,Biography,Drama,,,,,,1920s,aviation,fight,spruce goose,test flight,English,USA,PG013,7.5
Gulliver's Travels,Color,Adventure,Comedy,Family,Fantasy,,,,bermuda triangle,box office hit,shipwrecked,travel,travel writer,English,USA,PG,4.9
The Green Hornet,Color,Action,Comedy,Crime,Sci0Fi,Thriller,,,heir,kung fu,party,playboy,superhero,English,USA,PG013,5.8
300: Rise of an Empire,Color,Action,Drama,Fantasy,War,,,,army,commander,female rear nudity,greek,navy,English,USA,R,6.2
The Smurfs,Color,Adventure,Animation,Comedy,Family,Fantasy,,,blue,new york,new york city,no opening credits,smurf,English,USA,PG,5.5
Home on the Range,Color,Animation,Comedy,Family,Music,Western,,,cattle,cow,dairy farm,farm,rustler,English,USA,PG,5.4
Allegiant,Color,Action,Adventure,Mystery,Sci0Fi,Thriller,,,based on young adult novel,dystopia,genetic experimentation,strong female character,strong female lead,English,USA,PG013,5.8
Real Steel,Color,Action,Drama,Sci0Fi,Sport,,,,arena,boxing,boxing movie,robot,robot battle,English,USA,PG013,7.1
The Smurfs 2,Color,Adventure,Animation,Comedy,Family,Fantasy,,,based on cartoon,box office hit,no opening credits,sequel,smurf,English,USA,PG,5.4
Speed 2: Cruise Control,Color,Action,Crime,Romance,Thriller,,,,collision course,computer,cruise,diamonds,ship run aground,English,USA,PG013,3.7
Ender's Game,Color,Action,Sci0Fi,,,,,,alien,future,manipulation,simulation,training,English,USA,PG013,6.7
Live Free or Die Hard,Color,Action,Adventure,Thriller,,,,,fbi,hacker,independence day,police,terrorist,English,USA,PG013,7.2
The Lord of the Rings: The Fellowship of the Ring,Color,Action,Adventure,Drama,Fantasy,,,,elf,hobbit,middle earth,quest,ring,English,New Zealand,PG013,8.8
Around the World in 80 Days,Color,Action,Adventure,Comedy,,,,,19th century,around the world,inventor,martial arts,train,English,USA,PG,5.8
Ali, Black and White,Biography,Drama,Sport,,,,,african american protagonist,african americans,boxing gym,gym,rumble in the jungle,English,USA,R,6.8
The Cat in the Hat,Color,Adventure,Comedy,Family,Fantasy,,,,based on cult comic book,cat,home alone,imagination,talking cat,English,USA,PG,3.8
"I, Robot",Color,Action,Mystery,Sci0Fi,Thriller,,,,humanoid robot,man versus machine,prosthetic limb,robot as pathos,robot vs. robot,English,USA,PG013,7.1
Kingdom of Heaven,Color,Action,Adventure,Drama,History,War,,,12th century,crusader,jerusalem,knight,medieval times,English,USA,R,7.2
Stuart Little,Color,Adventure,Comedy,Family,Fantasy,,,,box office hit,cat,first part,mouse,orphanage,English,Germany,PG,5.9
The Princess and the Frog,Color,Animation,Family,Fantasy,Musical,Romance,,,amphibian,dream,frog,frog prince,waitress,English,USA,G,7.1
The Martian,Color,Adventure,Drama,Sci0Fi,,,,,astronaut,international cooperation,left for dead,nasa,space habitat,English,USA,PG013,8.1
The Island,Color,Action,Adventure,Romance,Sci0Fi,Thriller,,,clone,environment,escape,island,lottery,English,USA,PG013,6.9
Town & Country,Color,Comedy,Romance,,,,,,anniversary,architect,cellist,friend,hardware store,English,New Line,R,4.4
Gone in Sixty Seconds,Color,Action,Crime,Thriller,,,,,auto theft,brother,car,theft,thief,English,USA,PG013,6.5
Gladiator,Color,Action,Drama,Romance,,,,,battlefield,blood,combat,gladiator,roman empire,English,USA,R,8.5
Minority Report,Color,Action,Mystery,Sci0Fi,Thriller,,,,future,murder,neo noir,washington d.c.,year 2054,English,USA,PG013,7.7
Harry Potter and the Chamber of Secrets,Color,Adventure,Family,Fantasy,Mystery,,,,bildungsroman,flying broom,invisibility cloak,monster,wizardry,English,UK,PG,7.4
Casino Royale, Black and White,Action,Adventure,Thriller,,,,,casino,espionage,free running,james bond,terrorist,English,UK,PG013,8
Planet of the Apes,Color,Action,Adventure,Sci0Fi,Thriller,,,,astronaut,cage,planet,wilhelm scream,year 2029,English,USA,PG013,5.7
Terminator 2: Judgment Day,Color,Action,Sci0Fi,,,,,,future,liquid metal,multiple cameos,sexy woman,time travel,English,USA,R,8.5
Public Enemies,Color,Biography,Crime,Drama,History,Romance,,,1930s,bank,celebrity criminal,fbi,public enemy number one,English,USA,R,7
American Gangster,Color,Biography,Crime,Drama,,,,,death,heroin,popcorn,smuggling,vietnam,English,USA,R,7.8
True Lies,Color,Action,Comedy,Thriller,,,,,espionage,secret agent,secret mission,spy,spy film,English,USA,R,7.2
The Taking of Pelham 1 2 3,Color,Action,Crime,Thriller,,,,,hijack,hostage,ransom,subway,train,English,USA,R,6.4
Little Fockers,Color,Comedy,Romance,,,,,,birthday,critically bashed,male nurse,nurse,suspicion,English,USA,PG013,5.5
The Other Guys,Color,Action,Comedy,Crime,,,,,capitalist,detective,investigation,new york city,police,English,USA,PG013,6.7
Eraser,Color,Action,Drama,Mystery,Thriller,,,,assassination attempt,corporate crime,rogue agent,witness,witness protection program,English,USA,R,6.1
Django Unchained,Color,Drama,Western,,,,,,dynamite,historically inaccurate,ku klux klan,n word,slavery,English,USA,R,8.5
The Hunchback of Notre Dame,Color,Animation,Drama,Family,Musical,Romance,,,15th century,cathedral,gypsy,paris,victor hugo,English,USA,G,6.9
The Emperor's New Groove,Color,Adventure,Animation,Comedy,Family,Fantasy,,,antidote,disney,emperor,first part,llama,English,USA,G,7.3
The Expendables 2,Color,Action,Adventure,Thriller,,,,,church,hostage,mine,plutonium,revenge,English,USA,R,6.7
National Treasure,Color,Action,Adventure,Comedy,Family,Mystery,,,declaration of independence,secret society,treasure,treasure hunt,treasure hunter,English,USA,PG,6.9
Eragon, Black and White,Action,Adventure,Family,Fantasy,,,,dragon,dragon rider,fictional war,sword and fantasy,teenage hero,English,USA,PG,5.1
Where the Wild Things Are,Color,Adventure,Drama,Family,Fantasy,,,,based on children's book,creature,igloo,imagination,king,English,Germany,PG,6.8
Pan,Color,Adventure,Family,Fantasy,,,,,1940s,child hero,fantasy world,orphan,reference to peter pan,English,USA,PG,5.8
Epic,Color,Adventure,Animation,Family,Fantasy,,,,father daughter relationship,forest,miniature person,shrinking,sword and fantasy,English,USA,PG,6.7
The Tourist,Color,Action,Romance,Thriller,,,,,police surveillance,surveillance van,tailing a suspect,tourist,venice italy,English,USA,PG013,6
End of Days,Color,Action,Fantasy,Horror,Mystery,,,,atheist,ex cop,female masturbation,female nudity,lucifer,English,USA,R,5.7
Blood Diamond,Color,Adventure,Drama,Thriller,,,,,diamond,elephant,fisherman,rebel,sierra leone,English,Germany,R,8
The Wolf of Wall Street,Color,Biography,Comedy,Crime,Drama,,,,based on true story,fellatio,female rear nudity,sex in an airplane,stockbroker,English,USA,R,8.2
Batman Forever,Color,Action,Adventure,Fantasy,,,,,love,necktie,partner,rock music,tuxedo,English,USA,PG013,5.4
Starship Troopers,Color,Action,Sci0Fi,War,,,,,alien,federation,future,military,planet,English,USA,R,7.2
Cloud Atlas,Color,Drama,Sci0Fi,,,,,,composer,future,letter,nonlinear timeline,nursing home,English,Germany,R,7.5
Legend of the Guardians: The Owls of Ga'Hoole,Color,Action,Adventure,Animation,Family,Fantasy,,,barn owl,escape,owl,ruler,soldier,English,USA,PG,7
Catwoman,Color,Action,Crime,Fantasy,Romance,Thriller,,,based on cult comic book,bechdel test passed,cat,detective,radical transformation,English,USA,PG013,3.3
Hercules,Color,Action,Adventure,,,,,,army,greek mythology,hercules,king,mercenary,English,USA,PG013,6
Treasure Planet,Color,Adventure,Animation,Family,Sci0Fi,,,,alien,cyborg,pirate,planet,treasure,English,USA,PG,7.1
Land of the Lost,Color,Adventure,Comedy,Sci0Fi,,,,,human versus dinosaur,lizard,primate,time travel,tyrannosaurus rex,English,USA,PG013,5.4
The Expendables 3,Color,Action,Adventure,Thriller,,,,,battle,fight,mission,pg 13 sequel to r rated franchise,rescue,English,USA,PG013,6.1
Point Break,Color,Action,Crime,Sport,Thriller,,,,athlete,extreme sports,fbi,fbi agent,heist,English,USA,PG013,5.3
Son of the Mask,Color,Comedy,Family,Fantasy,,,,,baby,cartoon on tv,cartoonist,dog,mask,English,USA,PG,2.2
In the Heart of the Sea,Color,Action,Adventure,Biography,Drama,History,Thriller,,emaciation,ship,starvation,vomiting,whale,English,USA,PG013,7
The Adventures of Pluto Nash,Color,Action,Comedy,Sci0Fi,,,,,casino,future,laser gun,moon,nightclub,English,USA,PG013,3.8
Green Zone,Color,Action,Drama,Thriller,War,,,,cia,iraq,iraqi,political military conspiracy,weapon of mass destruction,English,France,R,6.9
The Peanuts Movie,Color,Adventure,Animation,Comedy,Family,,,,dog,girl,imagination,peanuts,red hair,English,USA,G,7.2
The Spanish Prisoner,Color,Drama,Mystery,Thriller,,,,,brother sister relationship,extradition,fbi,japanese tourist,secret,English,USA,PG,7.3
The Mummy Returns,Color,Action,Adventure,Fantasy,Thriller,,,,ancient egypt,bracelet,king,scorpion,son,English,USA,PG013,6.3
Gangs of New York,Color,Crime,Drama,,,,,,butcher,civil war,gangster,new york city,revenge,English,USA,R,7.5
The Flowers of War,Color,Drama,History,Romance,War,,,,abusive stepfather,attempted rape,food shortage,sexual abuse,starving child,Mandarin,China,R,7.6
Surf's Up,Color,Animation,Comedy,Family,Sport,,,,chicken,competition,island,penguin,surfing,English,USA,PG,6.8
The Stepford Wives,Color,Comedy,Sci0Fi,Thriller,,,,,community,connecticut,fem bot,tv producer,writer,English,USA,PG013,5.2
Black Hawk Down,Color,Drama,History,War,,,,,army,helicopter,somali,somalia,warlord,English,USA,R,7.7
The Campaign,Color,Comedy,,,,,,,campaigning,congressman,north carolina,title at the end,u.s. congressman,English,USA,R,6.2
The Fifth Element,Color,Action,Adventure,Sci0Fi,,,,,1910s,alien,artificially created woman,love,taxi driver,English,France,PG013,7.7
Sex and the City 2,Color,Comedy,Drama,Romance,,,,,abu dhabi,box office hit,muslim,nanny,united arab emirates,English,USA,R,4.3
The Road to El Dorado,Color,Adventure,Animation,Comedy,Family,Romance,,,adventurer,el dorado,gold,high priest,implied sex,English,USA,PG,6.9
Ice Age: Continental Drift,Color,Adventure,Animation,Comedy,Family,,,,acorn,herd,iceberg,ocean,pirate,English,USA,PG,6.6
Cinderella,Color,Drama,Family,Fantasy,Romance,,,,dress,duke,fairy godmother,fairy tale,pumpkin,English,USA,PG,7
The Lovely Bones,Color,Drama,Fantasy,Thriller,,,,,1970s,afterlife,heaven,pedophile,rape,English,USA,PG013,6.7
Finding Nemo,Color,Adventure,Animation,Comedy,Family,,,,great barrier reef,protective father,separation from family,shark,short term memory loss,English,USA,G,8.2
The Lord of the Rings: The Return of the King,Color,Action,Adventure,Drama,Fantasy,,,,battle,epic,king,orc,ring,English,USA,PG013,8.9
The Lord of the Rings: The Two Towers,Color,Action,Adventure,Drama,Fantasy,,,,epic,evil wizard,middle earth,ring,wizard,English,USA,PG013,8.7
Seventh Son,Color,Action,Adventure,Fantasy,,,,,apprentice,demon,exorcism,master apprentice relationship,witch,English,USA,PG013,5.5
Lara Croft: Tomb Raider,Color,Action,Adventure,Fantasy,Thriller,,,,illuminati,planetary alignment,time,tomb,tomb raider,English,USA,PG013,5.7
Transcendence,Color,Drama,Mystery,Romance,Sci0Fi,Thriller,,,artificial intelligence,consciousness,power outage,scientist,technology,English,UK,PG013,6.3
Jurassic Park III,Color,Action,Adventure,Sci0Fi,Thriller,,,,dinosaur,island,jurassic park,paleontologist,search,English,USA,PG013,5.9
Rise of the Planet of the Apes,Color,Action,Drama,Sci0Fi,Thriller,,,,alzheimer's disease,ape,chimpanzee,fire,when animals attack,English,USA,PG013,7.6
The Spiderwick Chronicles,Color,Adventure,Family,Fantasy,,,,,actor playing multiple roles,brownie the creature,closing credits sequence,family relationships,magical creature,English,USA,PG,6.6
A Good Day to Die Hard,Color,Action,Thriller,,,,,,bomb,cia,courthouse,escape,russian,English,USA,R,5.3
The Alamo,Color,Drama,History,War,Western,,,,army,dictator,general,texan,texas,English,USA,PG013,6
